time 1,PET_0.03mm1, time 2,PGA-commercial-1,time 3,Asics-goretex_1, time 4,Asics-goretex_2,time 5 ,Asics-goretex_3, time 6,Nothing,time 7,northface-dryvent_1, time 8,northface-dryvent_2,time 9 ,northface-dryvent_3, time 10,H-M_1,time 11,H-M_2, time 12,H-M_3,time 13 ,Natural-Gear_1, time 14,Natural-Gear_2,time 15,Natural-Gear_3, time 16,PGA-commercial_2
7072, 176087.6, 7072, 238523.7, 7072, 1138512.0, 7072, 391426.8, 7072, 410695.0, 7072, 0.0, 7072, 190311.9, 7072, 359747.6, 7072, 270440.0, 7072, 325100.9, 7072, 258135.9, 7072, 345685.4, 7072, 264202.4, 7072, 345039.3, 7072, 398293.1, 7072, 259865.4
7074, 176069.9, 7074, 238540.6, 7074, 1138517.0, 7074, 391498.3, 7074, 410689.2, 7074, 0.0, 7074, 190273.4, 7074, 359738.7, 7074, 270433.9, 7074, 325142.5, 7074, 258080.9, 7074, 345655.2, 7074, 264192.3, 7074, 345011.1, 7074, 398340.4, 7074, 259869.0
7076, 176089.4, 7076, 238537.0, 7076, 1138552.0, 7076, 391476.3, 7076, 410692.8, 7076, 0.0, 7076, 190274.9, 7076, 359748.3, 7076, 270415.4, 7076, 325118.1, 7076, 258056.4, 7076, 345641.1, 7076, 264204.8, 7076, 344990.9, 7076, 398341.3, 7076, 259857.3
7078, 176094.0, 7078, 238562.2, 7078, 1138560.0, 7078, 391439.3, 7078, 410678.8, 7078, 0.0, 7078, 190288.6, 7078, 359758.2, 7078, 270450.2, 7078, 325122.1, 7078, 258066.0, 7078, 345647.0, 7078, 264226.5, 7078, 344992.4, 7078, 398300.6, 7078, 259846.6
7080, 176106.2, 7080, 238534.6, 7080, 1138548.0, 7080, 391403.1, 7080, 410688.5, 7080, 0.0, 7080, 190303.5, 7080, 359736.9, 7080, 270439.3, 7080, 325086.2, 7080, 258058.5, 7080, 345633.4, 7080, 264203.3, 7080, 345010.3, 7080, 398250.2, 7080, 259851.5
7082, 176076.3, 7082, 238526.3, 7082, 1138536.0, 7082, 391404.0, 7082, 410678.3, 7082, 0.0, 7082, 190292.1, 7082, 359731.4, 7082, 270441.7, 7082, 325067.1, 7082, 258065.8, 7082, 345638.6, 7082, 264169.8, 7082, 344998.2, 7082, 398215.9, 7082, 259855.2
7084, 176117.6, 7084, 238517.3, 7084, 1138535.0, 7084, 391359.7, 7084, 410677.3, 7084, 0.0, 7084, 190293.0, 7084, 359745.5, 7084, 270465.2, 7084, 325061.9, 7084, 258104.1, 7084, 345646.5, 7084, 264164.0, 7084, 345009.4, 7084, 398208.9, 7084, 259833.8
7086, 176071.4, 7086, 238484.3, 7086, 1138488.0, 7086, 391362.4, 7086, 410664.4, 7086, 0.0, 7086, 190285.4, 7086, 359720.7, 7086, 270446.3, 7086, 325009.7, 7086, 258093.9, 7086, 345632.4, 7086, 264147.2, 7086, 345008.2, 7086, 398186.0, 7086, 259826.3
7088, 176057.9, 7088, 238467.2, 7088, 1138494.0, 7088, 391363.1, 7088, 410660.9, 7088, 0.0, 7088, 190286.0, 7088, 359715.8, 7088, 270474.4, 7088, 325032.0, 7088, 258116.5, 7088, 345649.8, 7088, 264150.6, 7088, 345018.0, 7088, 398205.9, 7088, 259843.0
7090, 176075.8, 7090, 238499.6, 7090, 1138485.0, 7090, 391360.0, 7090, 410686.8, 7090, 0.0, 7090, 190287.3, 7090, 359729.1, 7090, 270470.9, 7090, 325005.9, 7090, 258101.9, 7090, 345636.5, 7090, 264136.5, 7090, 344996.0, 7090, 398193.0, 7090, 259841.1
7092, 176036.5, 7092, 238485.6, 7092, 1138468.0, 7092, 391357.9, 7092, 410637.8, 7092, 0.0, 7092, 190267.1, 7092, 359700.0, 7092, 270451.1, 7092, 325008.1, 7092, 258098.5, 7092, 345634.5, 7092, 264130.4, 7092, 345000.6, 7092, 398195.5, 7092, 259837.6
7094, 176073.0, 7094, 238482.1, 7094, 1138500.0, 7094, 391358.9, 7094, 410661.0, 7094, 0.0, 7094, 190303.3, 7094, 359697.6, 7094, 270459.8, 7094, 325022.1, 7094, 258128.4, 7094, 345636.5, 7094, 264155.1, 7094, 345010.0, 7094, 398201.9, 7094, 259869.6
7096, 176071.4, 7096, 238501.4, 7096, 1138483.0, 7096, 391386.1, 7096, 410653.4, 7096, 0.0, 7096, 190288.0, 7096, 359704.5, 7096, 270440.6, 7096, 325046.8, 7096, 258120.8, 7096, 345607.0, 7096, 264161.8, 7096, 345001.1, 7096, 398235.5, 7096, 259817.5
7098, 176070.3, 7098, 238487.5, 7098, 1138500.0, 7098, 391405.9, 7098, 410652.9, 7098, 0.0, 7098, 190264.6, 7098, 359720.6, 7098, 270430.7, 7098, 325047.6, 7098, 258070.0, 7098, 345572.7, 7098, 264145.6, 7098, 344997.1, 7098, 398261.0, 7098, 259827.9
7100, 176061.1, 7100, 238501.9, 7100, 1138545.0, 7100, 391412.5, 7100, 410661.2, 7100, 0.0, 7100, 190290.8, 7100, 359704.5, 7100, 270447.3, 7100, 325047.9, 7100, 258070.8, 7100, 345562.6, 7100, 264125.7, 7100, 344980.0, 7100, 398247.1, 7100, 259840.1
7102, 176092.3, 7102, 238508.6, 7102, 1138556.0, 7102, 391359.5, 7102, 410643.1, 7102, 0.0, 7102, 190296.8, 7102, 359717.9, 7102, 270455.4, 7102, 325048.9, 7102, 258089.2, 7102, 345582.2, 7102, 264154.7, 7102, 344988.6, 7102, 398228.1, 7102, 259823.4
7104, 176086.8, 7104, 238496.5, 7104, 1138519.0, 7104, 391373.3, 7104, 410657.6, 7104, 0.0, 7104, 190303.2, 7104, 359709.4, 7104, 270453.9, 7104, 325034.8, 7104, 258100.4, 7104, 345574.9, 7104, 264139.9, 7104, 345010.1, 7104, 398230.3, 7104, 259838.2
7106, 176110.1, 7106, 238503.0, 7106, 1138520.0, 7106, 391393.6, 7106, 410666.8, 7106, 0.0, 7106, 190278.5, 7106, 359732.5, 7106, 270452.5, 7106, 325091.9, 7106, 258102.6, 7106, 345601.9, 7106, 264177.6, 7106, 344991.9, 7106, 398238.7, 7106, 259867.1
7108, 176094.9, 7108, 238520.9, 7108, 1138486.0, 7108, 391427.7, 7108, 410668.7, 7108, 0.0, 7108, 190275.9, 7108, 359737.3, 7108, 270416.3, 7108, 325106.6, 7108, 258030.8, 7108, 345606.4, 7108, 264175.7, 7108, 344955.4, 7108, 398321.5, 7108, 259862.2
7110, 176102.7, 7110, 238543.8, 7110, 1138502.0, 7110, 391426.7, 7110, 410652.9, 7110, 0.0, 7110, 190245.6, 7110, 359731.2, 7110, 270410.2, 7110, 325079.0, 7110, 258021.7, 7110, 345603.1, 7110, 264195.7, 7110, 344939.0, 7110, 398346.4, 7110, 259851.1
7112, 176092.9, 7112, 238537.1, 7112, 1138528.0, 7112, 391416.1, 7112, 410648.4, 7112, 0.0, 7112, 190264.3, 7112, 359764.2, 7112, 270420.1, 7112, 325092.3, 7112, 258019.3, 7112, 345591.7, 7112, 264144.6, 7112, 344947.4, 7112, 398294.1, 7112, 259864.3
7114, 176126.2, 7114, 238544.8, 7114, 1138513.0, 7114, 391391.2, 7114, 410665.1, 7114, 0.0, 7114, 190274.5, 7114, 359761.4, 7114, 270447.5, 7114, 325060.7, 7114, 258035.7, 7114, 345587.3, 7114, 264159.3, 7114, 344972.0, 7114, 398239.5, 7114, 259845.7
7116, 176106.5, 7116, 238487.2, 7116, 1138449.0, 7116, 391355.4, 7116, 410632.9, 7116, 0.0, 7116, 190270.2, 7116, 359730.7, 7116, 270432.0, 7116, 325044.9, 7116, 258029.4, 7116, 345591.9, 7116, 264106.9, 7116, 344944.2, 7116, 398208.4, 7116, 259837.5
7118, 176087.0, 7118, 238490.8, 7118, 1138484.0, 7118, 391348.5, 7118, 410626.1, 7118, 0.0, 7118, 190280.7, 7118, 359747.4, 7118, 270444.9, 7118, 325012.0, 7118, 258040.9, 7118, 345587.0, 7118, 264125.4, 7118, 344953.4, 7118, 398193.0, 7118, 259832.7
7120, 176109.3, 7120, 238474.7, 7120, 1138446.0, 7120, 391333.5, 7120, 410624.9, 7120, 0.0, 7120, 190269.7, 7120, 359712.5, 7120, 270447.2, 7120, 325015.6, 7120, 258062.9, 7120, 345574.4, 7120, 264112.8, 7120, 344969.4, 7120, 398194.3, 7120, 259838.2
7122, 176063.2, 7122, 238461.7, 7122, 1138430.0, 7122, 391315.3, 7122, 410622.6, 7122, 0.0, 7122, 190272.5, 7122, 359713.6, 7122, 270415.0, 7122, 324986.6, 7122, 258048.8, 7122, 345562.7, 7122, 264092.5, 7122, 344961.3, 7122, 398196.5, 7122, 259843.5
7124, 176064.1, 7124, 238467.6, 7124, 1138466.0, 7124, 391310.7, 7124, 410620.6, 7124, 0.0, 7124, 190278.4, 7124, 359714.3, 7124, 270456.3, 7124, 325004.3, 7124, 258088.0, 7124, 345579.4, 7124, 264116.9, 7124, 344963.2, 7124, 398194.0, 7124, 259842.4
7126, 176102.7, 7126, 238496.5, 7126, 1138448.0, 7126, 391334.0, 7126, 410641.4, 7126, 136.5, 7126, 190277.8, 7126, 359697.3, 7126, 270451.4, 7126, 325065.6, 7126, 258045.8, 7126, 345574.4, 7126, 264136.0, 7126, 344981.6, 7126, 398257.1, 7126, 259835.5
7128, 176091.7, 7128, 238514.5, 7128, 1138483.0, 7128, 391385.3, 7128, 410625.3, 7128, 0.0, 7128, 190255.9, 7128, 359734.5, 7128, 270399.6, 7128, 325096.2, 7128, 258021.1, 7128, 345587.0, 7128, 264161.0, 7128, 344941.7, 7128, 398350.4, 7128, 259878.0
7130, 176118.8, 7130, 238528.9, 7130, 1138504.0, 7130, 391447.4, 7130, 410629.2, 7130, 0.0, 7130, 190247.3, 7130, 359736.3, 7130, 270400.7, 7130, 325139.3, 7130, 257993.7, 7130, 345588.4, 7130, 264166.7, 7130, 344925.3, 7130, 398390.8, 7130, 259876.6
7132, 176142.2, 7132, 238576.1, 7132, 1138524.0, 7132, 391452.3, 7132, 410635.8, 7132, 0.0, 7132, 190241.1, 7132, 359744.6, 7132, 270392.5, 7132, 325143.2, 7132, 257944.8, 7132, 345555.2, 7132, 264182.0, 7132, 344898.3, 7132, 398366.9, 7132, 259852.1
7134, 176108.6, 7134, 238570.5, 7134, 1138534.0, 7134, 391388.3, 7134, 410630.8, 7134, 0.0, 7134, 190258.3, 7134, 359760.8, 7134, 270394.6, 7134, 325106.9, 7134, 257954.4, 7134, 345548.1, 7134, 264156.1, 7134, 344895.6, 7134, 398300.1, 7134, 259862.3
7136, 176139.7, 7136, 238547.5, 7136, 1138520.0, 7136, 391368.6, 7136, 410611.7, 7136, 0.0, 7136, 190257.4, 7136, 359756.1, 7136, 270414.2, 7136, 325106.5, 7136, 257981.8, 7136, 345564.6, 7136, 264155.8, 7136, 344897.5, 7136, 398254.7, 7136, 259848.3
7138, 176115.2, 7138, 238516.5, 7138, 1138496.0, 7138, 391362.9, 7138, 410629.5, 7138, 0.0, 7138, 190254.2, 7138, 359721.6, 7138, 270401.8, 7138, 325042.7, 7138, 257984.6, 7138, 345543.1, 7138, 264115.5, 7138, 344915.7, 7138, 398223.9, 7138, 259837.4
7140, 176104.6, 7140, 238518.8, 7140, 1138487.0, 7140, 391317.4, 7140, 410622.6, 7140, 0.0, 7140, 190261.3, 7140, 359736.8, 7140, 270439.2, 7140, 325027.8, 7140, 258011.4, 7140, 345554.5, 7140, 264119.0, 7140, 344923.3, 7140, 398222.1, 7140, 259853.3
7142, 176101.2, 7142, 238494.3, 7142, 1138434.0, 7142, 391312.4, 7142, 410625.9, 7142, 0.0, 7142, 190266.1, 7142, 359711.6, 7142, 270426.5, 7142, 325027.3, 7142, 258013.0, 7142, 345580.3, 7142, 264102.0, 7142, 344916.3, 7142, 398218.9, 7142, 259840.9
7144, 176075.7, 7144, 238491.3, 7144, 1138409.0, 7144, 391327.2, 7144, 410628.8, 7144, 0.0, 7144, 190231.2, 7144, 359709.3, 7144, 270398.5, 7144, 324994.4, 7144, 257991.5, 7144, 345545.6, 7144, 264078.1, 7144, 344899.8, 7144, 398208.9, 7144, 259846.5
7146, 176087.0, 7146, 238490.4, 7146, 1138438.0, 7146, 391316.3, 7146, 410611.5, 7146, 0.0, 7146, 190259.1, 7146, 359693.7, 7146, 270420.8, 7146, 325008.9, 7146, 258013.5, 7146, 345574.1, 7146, 264082.9, 7146, 344930.2, 7146, 398220.4, 7146, 259843.5
7148, 176074.5, 7148, 238485.0, 7148, 1138396.0, 7148, 391301.8, 7148, 410612.0, 7148, 0.0, 7148, 190265.4, 7148, 359704.6, 7148, 270409.3, 7148, 324992.7, 7148, 258019.6, 7148, 345562.5, 7148, 264084.6, 7148, 344931.3, 7148, 398180.2, 7148, 259846.1
7150, 176058.6, 7150, 238480.7, 7150, 1138411.0, 7150, 391274.0, 7150, 410613.3, 7150, 0.0, 7150, 190263.1, 7150, 359681.0, 7150, 270422.4, 7150, 324987.9, 7150, 258005.3, 7150, 345582.5, 7150, 264069.0, 7150, 344930.8, 7150, 398181.4, 7150, 259839.9
7152, 176080.6, 7152, 238486.3, 7152, 1138376.0, 7152, 391272.1, 7152, 410596.2, 7152, 0.0, 7152, 190246.6, 7152, 359694.4, 7152, 270425.0, 7152, 324985.2, 7152, 258060.7, 7152, 345568.0, 7152, 264063.0, 7152, 344906.2, 7152, 398155.6, 7152, 259838.7
7154, 176083.7, 7154, 238462.2, 7154, 1138363.0, 7154, 391281.9, 7154, 410605.7, 7154, 0.0, 7154, 190228.4, 7154, 359668.0, 7154, 270423.8, 7154, 324957.5, 7154, 258020.0, 7154, 345544.5, 7154, 264035.0, 7154, 344904.4, 7154, 398178.8, 7154, 259839.6
7156, 176070.3, 7156, 238459.1, 7156, 1138397.0, 7156, 391267.7, 7156, 410596.0, 7156, 0.0, 7156, 190232.9, 7156, 359668.4, 7156, 270432.4, 7156, 324943.8, 7156, 258060.6, 7156, 345549.8, 7156, 264050.0, 7156, 344920.0, 7156, 398160.5, 7156, 259845.3
7158, 176059.7, 7158, 238432.5, 7158, 1138369.0, 7158, 391277.1, 7158, 410574.1, 7158, 0.0, 7158, 190228.9, 7158, 359673.6, 7158, 270393.8, 7158, 324937.9, 7158, 258039.7, 7158, 345543.9, 7158, 264050.1, 7158, 344917.1, 7158, 398178.0, 7158, 259808.4
7160, 176059.6, 7160, 238456.5, 7160, 1138402.0, 7160, 391256.1, 7160, 410564.5, 7160, 0.0, 7160, 190253.2, 7160, 359669.9, 7160, 270424.0, 7160, 324969.1, 7160, 258062.6, 7160, 345558.6, 7160, 264056.3, 7160, 344927.6, 7160, 398164.6, 7160, 259837.9
7162, 176077.3, 7162, 238461.6, 7162, 1138400.0, 7162, 391298.8, 7162, 410610.8, 7162, 0.0, 7162, 190235.7, 7162, 359664.8, 7162, 270391.4, 7162, 324991.5, 7162, 258046.9, 7162, 345572.0, 7162, 264085.2, 7162, 344939.7, 7162, 398233.7, 7162, 259852.7
7164, 176070.2, 7164, 238488.7, 7164, 1138396.0, 7164, 391333.2, 7164, 410574.7, 7164, 0.0, 7164, 190222.5, 7164, 359692.1, 7164, 270377.5, 7164, 325043.5, 7164, 258012.6, 7164, 345564.2, 7164, 264090.8, 7164, 344898.8, 7164, 398286.8, 7164, 259863.4
7166, 176101.3, 7166, 238511.8, 7166, 1138426.0, 7166, 391344.1, 7166, 410588.8, 7166, 0.0, 7166, 190224.0, 7166, 359690.0, 7166, 270374.1, 7166, 325032.4, 7166, 257962.8, 7166, 345549.7, 7166, 264112.6, 7166, 344862.8, 7166, 398319.0, 7166, 259864.5
7168, 176103.1, 7168, 238509.6, 7168, 1138455.0, 7168, 391356.0, 7168, 410583.4, 7168, 0.0, 7168, 190233.3, 7168, 359705.2, 7168, 270389.1, 7168, 325041.4, 7168, 257960.1, 7168, 345545.1, 7168, 264079.4, 7168, 344855.5, 7168, 398292.0, 7168, 259832.5
7170, 176121.4, 7170, 238521.7, 7170, 1138456.0, 7170, 391321.7, 7170, 410578.4, 7170, 0.0, 7170, 190248.2, 7170, 359684.3, 7170, 270409.7, 7170, 325025.1, 7170, 257991.4, 7170, 345545.9, 7170, 264059.1, 7170, 344878.9, 7170, 398258.8, 7170, 259841.2
7172, 176102.9, 7172, 238482.6, 7172, 1138411.0, 7172, 391288.7, 7172, 410572.6, 7172, 0.0, 7172, 190234.5, 7172, 359696.9, 7172, 270382.5, 7172, 325002.3, 7172, 257959.9, 7172, 345533.9, 7172, 264041.5, 7172, 344867.6, 7172, 398225.2, 7172, 259825.7
7174, 176088.3, 7174, 238447.5, 7174, 1138409.0, 7174, 391273.7, 7174, 410577.3, 7174, 0.0, 7174, 190251.1, 7174, 359699.6, 7174, 270407.8, 7174, 324990.9, 7174, 258011.0, 7174, 345539.5, 7174, 264042.8, 7174, 344890.0, 7174, 398216.9, 7174, 259851.6
7176, 176097.6, 7176, 238484.6, 7176, 1138425.0, 7176, 391267.1, 7176, 410562.9, 7176, 0.0, 7176, 190261.4, 7176, 359702.9, 7176, 270416.1, 7176, 324996.8, 7176, 258007.7, 7176, 345559.3, 7176, 264060.6, 7176, 344896.7, 7176, 398230.5, 7176, 259837.2
7178, 176095.5, 7178, 238475.4, 7178, 1138359.0, 7178, 391287.0, 7178, 410576.0, 7178, 0.0, 7178, 190229.8, 7178, 359673.5, 7178, 270374.4, 7178, 324982.8, 7178, 257983.6, 7178, 345563.6, 7178, 264052.1, 7178, 344873.1, 7178, 398213.6, 7178, 259839.8
7180, 176068.3, 7180, 238479.6, 7180, 1138373.0, 7180, 391309.0, 7180, 410556.4, 7180, 0.0, 7180, 190233.8, 7180, 359682.2, 7180, 270368.0, 7180, 324974.9, 7180, 257964.3, 7180, 345540.6, 7180, 264029.6, 7180, 344851.7, 7180, 398214.3, 7180, 259843.1
7182, 176088.0, 7182, 238469.9, 7182, 1138400.0, 7182, 391271.5, 7182, 410542.1, 7182, 0.0, 7182, 190242.1, 7182, 359688.1, 7182, 270383.4, 7182, 324979.1, 7182, 257977.1, 7182, 345546.0, 7182, 264047.5, 7182, 344883.8, 7182, 398203.0, 7182, 259824.9
7184, 176071.6, 7184, 238466.0, 7184, 1138360.0, 7184, 391272.3, 7184, 410563.7, 7184, 0.0, 7184, 190237.8, 7184, 359663.8, 7184, 270387.3, 7184, 324970.6, 7184, 257977.9, 7184, 345526.0, 7184, 264024.2, 7184, 344882.8, 7184, 398214.3, 7184, 259835.9
7186, 176063.6, 7186, 238465.1, 7186, 1138365.0, 7186, 391255.7, 7186, 410554.2, 7186, 0.0, 7186, 190208.8, 7186, 359660.0, 7186, 270389.2, 7186, 324946.3, 7186, 257993.0, 7186, 345516.5, 7186, 264021.5, 7186, 344862.0, 7186, 398188.7, 7186, 259846.2
7188, 176078.5, 7188, 238457.6, 7188, 1138357.0, 7188, 391247.5, 7188, 410559.0, 7188, 0.0, 7188, 190228.7, 7188, 359669.0, 7188, 270399.5, 7188, 324971.2, 7188, 258002.2, 7188, 345534.8, 7188, 264007.4, 7188, 344886.1, 7188, 398178.3, 7188, 259842.3
7190, 176049.5, 7190, 238433.6, 7190, 1138322.0, 7190, 391246.9, 7190, 410536.1, 7190, 0.0, 7190, 190227.9, 7190, 359669.4, 7190, 270387.9, 7190, 324927.9, 7190, 257990.7, 7190, 345526.4, 7190, 264014.3, 7190, 344885.8, 7190, 398189.9, 7190, 259835.7
7192, 176061.3, 7192, 238457.1, 7192, 1138363.0, 7192, 391235.9, 7192, 410541.9, 7192, 0.0, 7192, 190239.6, 7192, 359660.0, 7192, 270389.7, 7192, 324953.2, 7192, 258026.9, 7192, 345516.6, 7192, 264014.4, 7192, 344872.5, 7192, 398177.3, 7192, 259827.0
7194, 176073.2, 7194, 238437.5, 7194, 1138328.0, 7194, 391249.5, 7194, 410530.1, 7194, 0.0, 7194, 190237.3, 7194, 359667.0, 7194, 270367.7, 7194, 324941.5, 7194, 258019.3, 7194, 345524.1, 7194, 263990.4, 7194, 344859.9, 7194, 398172.4, 7194, 259816.6
7196, 176067.8, 7196, 238434.3, 7196, 1138351.0, 7196, 391240.5, 7196, 410545.1, 7196, 0.0, 7196, 190236.3, 7196, 359660.6, 7196, 270394.9, 7196, 324951.3, 7196, 258004.5, 7196, 345522.8, 7196, 264006.0, 7196, 344881.0, 7196, 398168.2, 7196, 259828.7
7198, 176056.0, 7198, 238445.5, 7198, 1138346.0, 7198, 391231.6, 7198, 410540.4, 7198, 0.0, 7198, 190226.0, 7198, 359645.0, 7198, 270380.4, 7198, 324942.4, 7198, 257994.1, 7198, 345517.7, 7198, 264017.3, 7198, 344856.3, 7198, 398214.5, 7198, 259807.7
7200, 176053.8, 7200, 238467.2, 7200, 1138364.0, 7200, 391266.9, 7200, 410519.8, 7200, 0.0, 7200, 190224.1, 7200, 359649.8, 7200, 270349.9, 7200, 324957.9, 7200, 257978.6, 7200, 345506.0, 7200, 264012.8, 7200, 344853.1, 7200, 398209.2, 7200, 259829.0
7202, 176052.3, 7202, 238457.0, 7202, 1138382.0, 7202, 391260.3, 7202, 410516.6, 7202, 0.0, 7202, 190231.7, 7202, 359653.1, 7202, 270365.1, 7202, 324959.5, 7202, 257968.3, 7202, 345499.6, 7202, 264007.7, 7202, 344834.8, 7202, 398231.2, 7202, 259835.8
7204, 176083.2, 7204, 238455.4, 7204, 1138385.0, 7204, 391232.4, 7204, 410525.3, 7204, 0.0, 7204, 190220.4, 7204, 359662.5, 7204, 270379.3, 7204, 324943.3, 7204, 257992.1, 7204, 345524.7, 7204, 264001.8, 7204, 344842.2, 7204, 398208.5, 7204, 259827.0
7206, 176064.4, 7206, 238441.9, 7206, 1138358.0, 7206, 391254.8, 7206, 410512.9, 7206, 0.0, 7206, 190223.6, 7206, 359632.0, 7206, 270355.8, 7206, 324915.0, 7206, 257972.6, 7206, 345500.9, 7206, 263979.1, 7206, 344848.2, 7206, 398188.5, 7206, 259816.1
7208, 176079.3, 7208, 238459.1, 7208, 1138352.0, 7208, 391228.0, 7208, 410513.1, 7208, 0.0, 7208, 190242.0, 7208, 359641.0, 7208, 270372.7, 7208, 324948.1, 7208, 258014.3, 7208, 345510.1, 7208, 263996.8, 7208, 344856.4, 7208, 398178.2, 7208, 259830.7
7210, 176088.4, 7210, 238478.7, 7210, 1138362.0, 7210, 391238.1, 7210, 410486.0, 7210, 0.0, 7210, 190233.1, 7210, 359679.1, 7210, 270379.5, 7210, 325001.9, 7210, 257999.2, 7210, 345545.5, 7210, 264013.6, 7210, 344849.5, 7210, 398215.2, 7210, 259868.9
7212, 176116.2, 7212, 238485.0, 7212, 1138322.0, 7212, 391288.8, 7212, 410540.0, 7212, 0.0, 7212, 190242.7, 7212, 359695.0, 7212, 270355.5, 7212, 325039.3, 7212, 257969.9, 7212, 345575.7, 7212, 264041.0, 7212, 344846.5, 7212, 398310.9, 7212, 259873.1
7214, 176102.6, 7214, 238468.1, 7214, 1138312.0, 7214, 391324.8, 7214, 410529.5, 7214, 0.0, 7214, 190210.2, 7214, 359693.3, 7214, 270331.7, 7214, 325064.2, 7214, 257915.0, 7214, 345552.6, 7214, 264043.9, 7214, 344791.5, 7214, 398369.1, 7214, 259873.0
7216, 176102.0, 7216, 238501.5, 7216, 1138340.0, 7216, 391316.0, 7216, 410514.1, 7216, 0.0, 7216, 190203.4, 7216, 359718.7, 7216, 270324.9, 7216, 325053.0, 7216, 257868.5, 7216, 345532.2, 7216, 264040.9, 7216, 344784.5, 7216, 398345.8, 7216, 259866.7
7218, 176126.0, 7218, 238548.6, 7218, 1138390.0, 7218, 391276.6, 7218, 410503.3, 7218, 0.0, 7218, 190210.2, 7218, 359720.0, 7218, 270339.9, 7218, 325037.4, 7218, 257872.3, 7218, 345518.9, 7218, 264029.9, 7218, 344810.3, 7218, 398310.8, 7218, 259856.7
7220, 176148.1, 7220, 238514.2, 7220, 1138370.0, 7220, 391237.4, 7220, 410519.1, 7220, 0.0, 7220, 190227.5, 7220, 359714.3, 7220, 270362.3, 7220, 325009.4, 7220, 257913.7, 7220, 345537.0, 7220, 264040.7, 7220, 344807.7, 7220, 398277.6, 7220, 259860.6
7222, 176130.7, 7222, 238506.0, 7222, 1138372.0, 7222, 391257.1, 7222, 410543.6, 7222, 0.0, 7222, 190216.2, 7222, 359697.9, 7222, 270334.2, 7222, 325000.9, 7222, 257904.2, 7222, 345530.3, 7222, 264031.6, 7222, 344815.1, 7222, 398280.1, 7222, 259848.0
7224, 176107.1, 7224, 238488.1, 7224, 1138347.0, 7224, 391261.0, 7224, 410528.6, 7224, 0.0, 7224, 190208.3, 7224, 359721.4, 7224, 270327.5, 7224, 325002.6, 7224, 257876.3, 7224, 345488.5, 7224, 264015.9, 7224, 344800.8, 7224, 398287.0, 7224, 259853.0
7226, 176109.8, 7226, 238489.4, 7226, 1138403.0, 7226, 391268.8, 7226, 410506.5, 7226, 0.0, 7226, 190203.8, 7226, 359696.2, 7226, 270330.2, 7226, 324981.0, 7226, 257878.6, 7226, 345486.3, 7226, 263996.1, 7226, 344786.7, 7226, 398296.3, 7226, 259836.5
7228, 176106.2, 7228, 238500.2, 7228, 1138398.0, 7228, 391241.8, 7228, 410520.6, 7228, 0.0, 7228, 190225.1, 7228, 359715.2, 7228, 270354.4, 7228, 324984.3, 7228, 257903.6, 7228, 345514.9, 7228, 263992.0, 7228, 344808.8, 7228, 398235.5, 7228, 259827.5
7230, 176098.3, 7230, 238474.0, 7230, 1138338.0, 7230, 391226.2, 7230, 410516.7, 7230, 0.0, 7230, 190216.9, 7230, 359688.4, 7230, 270341.4, 7230, 324952.5, 7230, 257890.5, 7230, 345487.1, 7230, 263971.3, 7230, 344813.3, 7230, 398227.9, 7230, 259813.4
7232, 176075.9, 7232, 238460.7, 7232, 1138340.0, 7232, 391223.1, 7232, 410495.1, 7232, 0.0, 7232, 190185.2, 7232, 359667.9, 7232, 270363.5, 7232, 324942.9, 7232, 257939.1, 7232, 345487.5, 7232, 263965.8, 7232, 344807.0, 7232, 398219.0, 7232, 259843.8
7234, 176098.8, 7234, 238463.3, 7234, 1138315.0, 7234, 391214.4, 7234, 410498.4, 7234, 0.0, 7234, 190208.7, 7234, 359686.3, 7234, 270358.2, 7234, 324948.1, 7234, 257945.3, 7234, 345478.4, 7234, 263990.8, 7234, 344804.4, 7234, 398188.4, 7234, 259823.4
7236, 176052.5, 7236, 238437.2, 7236, 1138323.0, 7236, 391201.5, 7236, 410491.7, 7236, 34952.5, 7236, 190204.6, 7236, 359651.6, 7236, 270352.7, 7236, 324912.4, 7236, 257924.5, 7236, 345476.8, 7236, 263952.1, 7236, 344799.8, 7236, 398175.6, 7236, 259808.6
7238, 176090.8, 7238, 238447.7, 7238, 1138329.0, 7238, 391198.3, 7238, 410494.5, 7238, 0.0, 7238, 190224.3, 7238, 359661.2, 7238, 270362.9, 7238, 324936.3, 7238, 257951.9, 7238, 345507.9, 7238, 263957.6, 7238, 344824.6, 7238, 398188.7, 7238, 259822.8
7240, 176076.0, 7240, 238428.8, 7240, 1138280.0, 7240, 391181.8, 7240, 410502.4, 7240, 0.0, 7240, 190213.4, 7240, 359669.8, 7240, 270354.2, 7240, 324904.4, 7240, 257934.2, 7240, 345500.9, 7240, 263953.7, 7240, 344791.3, 7240, 398190.5, 7240, 259843.2
7242, 176079.2, 7242, 238424.5, 7242, 1138306.0, 7242, 391171.1, 7242, 410491.9, 7242, 0.0, 7242, 190219.3, 7242, 359644.1, 7242, 270358.6, 7242, 324904.1, 7242, 257957.1, 7242, 345495.8, 7242, 263928.6, 7242, 344803.9, 7242, 398177.8, 7242, 259840.0
