time 1,PLA_1, time 2,PLA_2,time 3,PLA_3, time 4,PLA_4,time 5 ,PCL_1, time 6,PCL_2,time 7,PCL_3, time 8,PCL_4,time 9 ,PBS_1, time 10,PBS_2,time 11,PBS_3, time 12,PBS_4,time 13 ,Borosilicate_1, time 14,Borosilicate_2,time 15,Borosilicate_3, time 16,Borosilicate_4
192, 173183.6, 192, 237896.8, 192, 1144226.0, 192, 396716.5, 192, 421494.4, 192, 302966.8, 192, 196079.4, 192, 364487.7, 192, 270290.0, 192, 325241.1, 192, 260040.3, 192, 369000.1, 192, 269687.3, 192, 351867.7, 192, 403828.0, 192, 259442.3
194, 173178.5, 194, 237867.8, 194, 1144209.0, 194, 396763.8, 194, 421459.7, 194, 303006.2, 194, 196090.8, 194, 364483.6, 194, 270258.2, 194, 325231.3, 194, 259987.8, 194, 368988.3, 194, 269670.7, 194, 351812.5, 194, 403862.5, 194, 259479.4
196, 173190.3, 196, 237800.1, 196, 1144210.0, 196, 396707.3, 196, 421483.7, 196, 302935.1, 196, 196057.5, 196, 364447.7, 196, 270253.8, 196, 325180.6, 196, 259984.8, 196, 369044.6, 196, 269682.2, 196, 351881.4, 196, 403838.2, 196, 259473.8
198, 173177.8, 198, 237846.6, 198, 1144209.0, 198, 396688.7, 198, 421467.9, 198, 303003.9, 198, 196065.8, 198, 364450.9, 198, 270280.5, 198, 325140.5, 198, 260048.7, 198, 369020.9, 198, 269629.1, 198, 351873.3, 198, 403849.9, 198, 259468.3
200, 173196.8, 200, 237831.3, 200, 1144235.0, 200, 396741.8, 200, 421466.5, 200, 302987.5, 200, 196042.2, 200, 364471.2, 200, 270236.0, 200, 325166.9, 200, 260036.6, 200, 369005.2, 200, 269732.5, 200, 351844.5, 200, 403880.7, 200, 259417.9
202, 173166.0, 202, 237803.6, 202, 1144178.0, 202, 396731.2, 202, 421446.1, 202, 302993.5, 202, 196045.4, 202, 364403.3, 202, 270242.4, 202, 325301.0, 202, 259964.0, 202, 368989.7, 202, 269636.7, 202, 351903.6, 202, 403914.1, 202, 259449.8
204, 173178.8, 204, 237840.0, 204, 1144176.0, 204, 396738.2, 204, 421418.9, 204, 302973.3, 204, 196021.4, 204, 364403.8, 204, 270226.3, 204, 325215.0, 204, 259973.0, 204, 369002.5, 204, 269657.4, 204, 351850.4, 204, 403967.4, 204, 259401.7
206, 173207.9, 206, 237848.3, 206, 1144174.0, 206, 396719.2, 206, 421424.8, 206, 302955.8, 206, 196011.4, 206, 364444.7, 206, 270209.0, 206, 325256.3, 206, 259921.5, 206, 368960.5, 206, 269612.5, 206, 351789.6, 206, 403908.1, 206, 259435.2
208, 173227.3, 208, 237819.8, 208, 1144169.0, 208, 396682.2, 208, 421418.5, 208, 302909.6, 208, 195984.7, 208, 364424.6, 208, 270215.2, 208, 325215.1, 208, 259978.5, 208, 368987.3, 208, 269634.8, 208, 351814.8, 208, 403867.1, 208, 259415.1
210, 173141.7, 210, 237805.9, 210, 1144132.0, 210, 396683.5, 210, 421383.2, 210, 302947.6, 210, 196028.0, 210, 364364.4, 210, 270215.5, 210, 325171.6, 210, 259954.2, 210, 368942.8, 210, 269652.5, 210, 351814.2, 210, 403867.5, 210, 259428.5
212, 173118.4, 212, 237777.1, 212, 1144135.0, 212, 396663.2, 212, 421388.3, 212, 302894.2, 212, 196006.1, 212, 364353.7, 212, 270251.0, 212, 325130.7, 212, 259955.7, 212, 368909.0, 212, 269628.7, 212, 351750.1, 212, 403857.8, 212, 259430.8
214, 173112.4, 214, 237752.0, 214, 1144166.0, 214, 396648.5, 214, 421379.8, 214, 302927.4, 214, 196037.3, 214, 364390.2, 214, 270150.7, 214, 325133.4, 214, 259966.5, 214, 368978.3, 214, 269607.1, 214, 351740.9, 214, 403823.2, 214, 259367.0
216, 173103.4, 216, 237799.4, 216, 1144151.0, 216, 396662.1, 216, 421396.6, 216, 302924.0, 216, 196010.6, 216, 364367.9, 216, 270185.8, 216, 325109.6, 216, 259948.2, 216, 368977.1, 216, 269635.0, 216, 351798.5, 216, 403828.1, 216, 259388.9
218, 173113.1, 218, 237759.4, 218, 1144094.0, 218, 396633.9, 218, 421340.4, 218, 302945.9, 218, 196010.7, 218, 364385.8, 218, 270191.1, 218, 325125.8, 218, 260011.5, 218, 368903.2, 218, 269566.2, 218, 351782.7, 218, 403787.9, 218, 259384.8
220, 173111.0, 220, 237751.7, 220, 1144100.0, 220, 396660.8, 220, 421313.1, 220, 302918.4, 220, 196015.5, 220, 364364.9, 220, 270205.1, 220, 325110.0, 220, 259968.0, 220, 368985.8, 220, 269569.2, 220, 351741.1, 220, 403806.4, 220, 259363.7
222, 173119.9, 222, 237763.4, 222, 1144116.0, 222, 396613.7, 222, 421292.9, 222, 302926.4, 222, 195993.1, 222, 364335.4, 222, 270233.6, 222, 325095.4, 222, 260048.9, 222, 368994.5, 222, 269571.9, 222, 351774.3, 222, 403768.7, 222, 259361.1
224, 173093.5, 224, 237726.2, 224, 1144096.0, 224, 396611.5, 224, 421341.4, 224, 302935.7, 224, 196020.1, 224, 364324.4, 224, 270191.2, 224, 325095.8, 224, 260018.3, 224, 368945.5, 224, 269535.0, 224, 351775.1, 224, 403746.0, 224, 259351.7
226, 173064.9, 226, 237712.8, 226, 1144083.0, 226, 396570.0, 226, 421299.3, 226, 302895.6, 226, 195989.0, 226, 364353.4, 226, 270180.6, 226, 325122.4, 226, 259963.4, 226, 368933.7, 226, 269567.0, 226, 351745.5, 226, 403752.0, 226, 259308.5
228, 173062.0, 228, 237729.7, 228, 1144099.0, 228, 396548.3, 228, 421313.1, 228, 302912.4, 228, 195992.2, 228, 364340.1, 228, 270147.1, 228, 325065.5, 228, 259951.0, 228, 368926.0, 228, 269506.7, 228, 351742.6, 228, 403766.4, 228, 259349.9
230, 173038.8, 230, 237740.9, 230, 1144083.0, 230, 396588.2, 230, 421298.4, 230, 302886.2, 230, 195983.3, 230, 364273.1, 230, 270123.2, 230, 325096.7, 230, 259933.6, 230, 368933.6, 230, 269509.3, 230, 351713.4, 230, 403747.2, 230, 259324.0
232, 173044.8, 232, 237723.8, 232, 1144096.0, 232, 396631.4, 232, 421305.8, 232, 302855.6, 232, 196014.5, 232, 364258.5, 232, 270158.2, 232, 325066.6, 232, 259981.7, 232, 368896.6, 232, 269598.9, 232, 351742.2, 232, 403780.0, 232, 259308.3
234, 173091.5, 234, 237781.4, 234, 1144090.0, 234, 396605.6, 234, 421329.8, 234, 302937.2, 234, 196010.3, 234, 364298.6, 234, 270114.8, 234, 325140.4, 234, 259959.7, 234, 368939.9, 234, 269575.4, 234, 351803.1, 234, 403809.5, 234, 259358.0
236, 173111.6, 236, 237763.2, 236, 1144043.0, 236, 396668.4, 236, 421282.6, 236, 302886.0, 236, 195950.2, 236, 364280.7, 236, 270119.2, 236, 325202.9, 236, 259923.9, 236, 368971.9, 236, 269541.0, 236, 351739.5, 236, 403839.6, 236, 259337.0
238, 173094.4, 238, 237775.9, 238, 1144114.0, 238, 396698.4, 238, 421292.9, 238, 302948.5, 238, 195971.5, 238, 364341.0, 238, 270089.9, 238, 325228.9, 238, 259818.3, 238, 368963.3, 238, 269555.4, 238, 351657.5, 238, 403927.0, 238, 259387.9
240, 173088.6, 240, 237747.9, 240, 1144142.0, 240, 396714.7, 240, 421297.9, 240, 302915.5, 240, 195966.8, 240, 364378.5, 240, 270015.6, 240, 325238.5, 240, 259762.7, 240, 368933.3, 240, 269587.6, 240, 351662.9, 240, 403992.4, 240, 259340.2
242, 173094.3, 242, 237872.8, 242, 1144052.0, 242, 396670.9, 242, 421265.7, 242, 302868.5, 242, 195935.8, 242, 364357.3, 242, 270032.1, 242, 325177.2, 242, 259757.9, 242, 368883.4, 242, 269579.0, 242, 351592.4, 242, 403923.4, 242, 259301.6
244, 173110.6, 244, 237794.2, 244, 1144097.0, 244, 396636.5, 244, 421260.5, 244, 302862.3, 244, 195902.8, 244, 364334.7, 244, 270114.7, 244, 325140.7, 244, 259787.4, 244, 368911.5, 244, 269524.6, 244, 351635.4, 244, 403866.4, 244, 259292.2
246, 173068.2, 246, 237779.6, 246, 1144167.0, 246, 396570.4, 246, 421291.1, 246, 302763.6, 246, 195895.3, 246, 364350.1, 246, 270058.6, 246, 325110.6, 246, 259852.0, 246, 368872.3, 246, 269469.5, 246, 351652.8, 246, 403787.4, 246, 259289.0
248, 173036.1, 248, 237761.4, 248, 1144026.0, 248, 396599.8, 248, 421247.6, 248, 302809.1, 248, 195926.4, 248, 364271.2, 248, 270078.8, 248, 325065.1, 248, 259820.6, 248, 368876.0, 248, 269481.3, 248, 351608.0, 248, 403714.8, 248, 259312.9
250, 173070.5, 250, 237747.1, 250, 1144120.0, 250, 396601.1, 250, 421288.9, 250, 302766.7, 250, 195988.7, 250, 364313.7, 250, 270055.9, 250, 325179.1, 250, 259856.1, 250, 368932.5, 250, 269543.4, 250, 351733.2, 250, 403811.4, 250, 259323.9
252, 173042.8, 252, 237768.9, 252, 1144102.0, 252, 396603.3, 252, 421303.5, 252, 302908.3, 252, 195938.2, 252, 364350.1, 252, 270065.3, 252, 325199.0, 252, 259760.4, 252, 368912.4, 252, 269567.7, 252, 351614.8, 252, 403897.2, 252, 259319.4
254, 173095.5, 254, 237778.5, 254, 1144082.0, 254, 396728.2, 254, 421316.0, 254, 302829.4, 254, 195896.5, 254, 364390.6, 254, 269997.6, 254, 325266.9, 254, 259684.0, 254, 368903.0, 254, 269534.9, 254, 351635.5, 254, 404002.0, 254, 259291.5
256, 173139.4, 256, 237851.0, 256, 1144082.0, 256, 396758.9, 256, 421323.5, 256, 302869.7, 256, 195846.5, 256, 364416.5, 256, 269957.4, 256, 325250.7, 256, 259600.6, 256, 368941.5, 256, 269598.2, 256, 351550.7, 256, 403984.5, 256, 259343.8
258, 173111.6, 258, 237856.7, 258, 1144157.0, 258, 396706.0, 258, 421255.9, 258, 302863.0, 258, 195865.3, 258, 364483.6, 258, 269951.2, 258, 325224.2, 258, 259598.6, 258, 368919.4, 258, 269627.9, 258, 351522.7, 258, 403972.4, 258, 259306.3
260, 173119.8, 260, 237797.5, 260, 1144154.0, 260, 396668.5, 260, 421250.3, 260, 302772.3, 260, 195834.3, 260, 364388.6, 260, 269969.2, 260, 325194.4, 260, 259598.0, 260, 368874.9, 260, 269577.3, 260, 351515.4, 260, 403871.5, 260, 259233.8
262, 173123.2, 262, 237820.5, 262, 1144084.0, 262, 396619.4, 262, 421237.8, 262, 302733.0, 262, 195923.3, 262, 364362.0, 262, 270003.3, 262, 325117.5, 262, 259619.0, 262, 368882.8, 262, 269545.9, 262, 351517.1, 262, 403762.6, 262, 259286.3
264, 173051.4, 264, 237769.3, 264, 1144105.0, 264, 396528.7, 264, 421242.9, 264, 302727.8, 264, 195856.8, 264, 364328.4, 264, 270008.7, 264, 325082.8, 264, 259645.2, 264, 368847.3, 264, 269497.7, 264, 351541.4, 264, 403679.7, 264, 259177.3
266, 173019.3, 266, 237759.5, 266, 1144039.0, 266, 396478.8, 266, 421257.9, 266, 302689.3, 266, 195856.7, 266, 364268.0, 266, 270011.1, 266, 325009.2, 266, 259692.9, 266, 368812.6, 266, 269464.6, 266, 351571.3, 266, 403683.8, 266, 259222.1
268, 173030.5, 268, 237756.7, 268, 1144059.0, 268, 396557.0, 268, 421248.1, 268, 302681.4, 268, 195905.3, 268, 364360.2, 268, 270046.9, 268, 325033.5, 268, 259720.6, 268, 368825.3, 268, 269425.4, 268, 351558.8, 268, 403664.1, 268, 259230.8
270, 173051.7, 270, 237734.8, 270, 1144030.0, 270, 396499.1, 270, 421237.4, 270, 302723.0, 270, 195779.1, 270, 364289.1, 270, 269992.0, 270, 325095.9, 270, 259739.2, 270, 368867.9, 270, 269438.4, 270, 351621.1, 270, 403670.9, 270, 259240.0
272, 172993.5, 272, 237753.0, 272, 1144033.0, 272, 396580.0, 272, 421225.3, 272, 302730.0, 272, 195826.7, 272, 364250.9, 272, 269935.8, 272, 325164.8, 272, 259666.9, 272, 368849.2, 272, 269453.6, 272, 351551.5, 272, 403746.1, 272, 259205.4
274, 172990.8, 274, 237740.6, 274, 1144057.0, 274, 396634.4, 274, 421229.2, 274, 302807.1, 274, 195847.1, 274, 364329.4, 274, 269947.0, 274, 325147.2, 274, 259652.3, 274, 368828.0, 274, 269487.1, 274, 351590.0, 274, 403808.2, 274, 259180.8
276, 173024.3, 276, 237802.2, 276, 1144021.0, 276, 396605.2, 276, 421180.8, 276, 302739.8, 276, 195850.1, 276, 364291.9, 276, 269899.9, 276, 325153.6, 276, 259625.8, 276, 368822.7, 276, 269501.1, 276, 351550.8, 276, 403751.8, 276, 259247.2
278, 173000.3, 278, 237760.4, 278, 1143999.0, 278, 396561.3, 278, 421127.3, 278, 302667.8, 278, 195809.4, 278, 364280.9, 278, 269941.8, 278, 325092.3, 278, 259595.3, 278, 368786.5, 278, 269410.7, 278, 351475.6, 278, 403727.4, 278, 259167.8
280, 173020.9, 280, 237714.6, 280, 1144002.0, 280, 396531.0, 280, 421217.5, 280, 302640.6, 280, 195802.3, 280, 364283.9, 280, 269900.6, 280, 325062.6, 280, 259625.7, 280, 368799.6, 280, 269358.4, 280, 351526.6, 280, 403663.2, 280, 259163.1
282, 172914.0, 282, 237720.8, 282, 1143998.0, 282, 396506.7, 282, 421172.6, 282, 302710.0, 282, 195820.5, 282, 364293.3, 282, 269957.2, 282, 325002.4, 282, 259655.4, 282, 368773.5, 282, 269394.6, 282, 351492.2, 282, 403558.5, 282, 259158.1
284, 172986.3, 284, 237705.6, 284, 1143967.0, 284, 396477.2, 284, 421161.9, 284, 302677.6, 284, 195783.9, 284, 364208.8, 284, 270008.0, 284, 324950.5, 284, 259683.6, 284, 368781.6, 284, 269366.3, 284, 351490.5, 284, 403529.8, 284, 259101.6
286, 172953.0, 286, 237658.7, 286, 1143941.0, 286, 396485.6, 286, 421120.7, 286, 302692.5, 286, 195780.2, 286, 364187.5, 286, 269919.5, 286, 324978.3, 286, 259652.6, 286, 368747.4, 286, 269339.2, 286, 351503.1, 286, 403539.8, 286, 259092.4
288, 172947.2, 288, 237631.8, 288, 1143919.0, 288, 396423.0, 288, 421173.3, 288, 302622.4, 288, 195791.1, 288, 364135.9, 288, 269920.5, 288, 324924.0, 288, 259670.7, 288, 368753.1, 288, 269395.4, 288, 351501.5, 288, 403514.6, 288, 259173.1
290, 172910.7, 290, 237635.1, 290, 1143918.0, 290, 396431.3, 290, 421120.6, 290, 302665.7, 290, 195820.0, 290, 364220.3, 290, 269954.3, 290, 324933.1, 290, 259748.4, 290, 368811.5, 290, 269297.4, 290, 351533.9, 290, 403489.1, 290, 259136.2
292, 172856.9, 292, 237596.2, 292, 1143935.0, 292, 396423.3, 292, 421127.7, 292, 302638.5, 292, 195796.9, 292, 364114.3, 292, 269904.2, 292, 324932.0, 292, 259709.3, 292, 368767.1, 292, 269339.4, 292, 351479.1, 292, 403454.3, 292, 259143.6
294, 172844.5, 294, 237623.8, 294, 1143880.0, 294, 396456.4, 294, 421120.4, 294, 302636.1, 294, 195752.6, 294, 364131.5, 294, 269897.8, 294, 324902.8, 294, 259705.1, 294, 368757.1, 294, 269317.6, 294, 351481.1, 294, 403471.1, 294, 259139.6
296, 172927.6, 296, 237583.3, 296, 1143897.0, 296, 396385.9, 296, 421126.1, 296, 302664.1, 296, 195764.3, 296, 364101.4, 296, 269924.5, 296, 324962.5, 296, 259718.7, 296, 368777.2, 296, 269263.6, 296, 351526.4, 296, 403413.1, 296, 259070.8
298, 172836.6, 298, 237556.0, 298, 1143880.0, 298, 396399.5, 298, 421049.8, 298, 302570.6, 298, 195772.0, 298, 364105.7, 298, 269923.9, 298, 324902.2, 298, 259717.7, 298, 368737.3, 298, 269323.9, 298, 351442.7, 298, 403464.7, 298, 259111.4
300, 172917.5, 300, 237614.8, 300, 1143843.0, 300, 396366.9, 300, 421115.4, 300, 302713.6, 300, 195775.4, 300, 364114.3, 300, 269892.6, 300, 324862.9, 300, 259716.3, 300, 368804.0, 300, 269245.3, 300, 351483.7, 300, 403444.9, 300, 259094.9
302, 172866.2, 302, 237600.5, 302, 1143878.0, 302, 396361.7, 302, 421015.5, 302, 302683.4, 302, 195725.0, 302, 364084.6, 302, 269879.8, 302, 324889.8, 302, 259710.3, 302, 368725.7, 302, 269253.5, 302, 351452.3, 302, 403450.6, 302, 259108.2
304, 172872.3, 304, 237565.6, 304, 1143936.0, 304, 396378.1, 304, 421074.5, 304, 302674.3, 304, 195759.8, 304, 364076.6, 304, 269929.7, 304, 324876.1, 304, 259645.7, 304, 368765.8, 304, 269249.7, 304, 351504.3, 304, 403464.2, 304, 259055.5
306, 172852.1, 306, 237549.7, 306, 1143872.0, 306, 396411.1, 306, 421054.7, 306, 302636.1, 306, 195751.6, 306, 364093.3, 306, 269858.3, 306, 324921.2, 306, 259665.4, 306, 368760.1, 306, 269305.1, 306, 351511.1, 306, 403546.8, 306, 259093.0
308, 172907.1, 308, 237606.1, 308, 1143895.0, 308, 396427.0, 308, 421011.0, 308, 302656.6, 308, 195753.7, 308, 364071.0, 308, 269799.3, 308, 324968.5, 308, 259594.0, 308, 368802.1, 308, 269278.7, 308, 351461.7, 308, 403589.0, 308, 259061.4
310, 172927.9, 310, 237648.4, 310, 1143907.0, 310, 396473.4, 310, 421053.3, 310, 302653.7, 310, 195727.8, 310, 364136.4, 310, 269746.5, 310, 324986.3, 310, 259548.7, 310, 368739.8, 310, 269294.4, 310, 351436.4, 310, 403668.8, 310, 259068.7
312, 172899.4, 312, 237643.0, 312, 1143828.0, 312, 396416.8, 312, 421018.7, 312, 302632.4, 312, 195710.7, 312, 364127.0, 312, 269807.4, 312, 324966.8, 312, 259552.6, 312, 368720.8, 312, 269256.3, 312, 351396.4, 312, 403583.8, 312, 259091.7
314, 172886.3, 314, 237649.0, 314, 1143876.0, 314, 396369.6, 314, 420996.1, 314, 302599.5, 314, 195667.2, 314, 364113.5, 314, 269852.7, 314, 324940.0, 314, 259578.7, 314, 368749.9, 314, 269266.8, 314, 351429.5, 314, 403540.2, 314, 259056.8
316, 172859.6, 316, 237597.7, 316, 1143901.0, 316, 396370.9, 316, 421061.7, 316, 302639.5, 316, 195685.1, 316, 364117.5, 316, 269820.9, 316, 324935.5, 316, 259532.6, 316, 368728.3, 316, 269242.5, 316, 351441.7, 316, 403562.6, 316, 259086.3
318, 172798.4, 318, 237592.0, 318, 1143860.0, 318, 396422.0, 318, 421040.1, 318, 302548.4, 318, 195708.9, 318, 364185.5, 318, 269778.7, 318, 324903.6, 318, 259509.9, 318, 368730.0, 318, 269303.8, 318, 351426.4, 318, 403561.5, 318, 259066.7
320, 172869.7, 320, 237631.8, 320, 1143853.0, 320, 396436.7, 320, 421045.6, 320, 302573.9, 320, 195711.6, 320, 364140.1, 320, 269795.5, 320, 324870.3, 320, 259516.4, 320, 368681.6, 320, 269258.2, 320, 351413.6, 320, 403437.0, 320, 259033.8
322, 172837.2, 322, 237637.8, 322, 1143826.0, 322, 396370.0, 322, 421009.4, 322, 302571.1, 322, 195726.6, 322, 364074.2, 322, 269811.8, 322, 324907.4, 322, 259531.9, 322, 368688.6, 322, 269209.1, 322, 351410.3, 322, 403455.9, 322, 259044.4
324, 172828.5, 324, 237547.2, 324, 1143874.0, 324, 396353.9, 324, 420983.0, 324, 302593.9, 324, 195698.4, 324, 363998.0, 324, 269796.4, 324, 324851.4, 324, 259563.7, 324, 368685.5, 324, 269213.9, 324, 351378.9, 324, 403442.5, 324, 259001.7
326, 172783.9, 326, 237626.3, 326, 1143839.0, 326, 396320.4, 326, 420948.5, 326, 302503.3, 326, 195693.5, 326, 364057.2, 326, 269746.8, 326, 324837.6, 326, 259524.3, 326, 368689.2, 326, 269209.6, 326, 351378.8, 326, 403428.9, 326, 259011.0
328, 172823.8, 328, 237577.6, 328, 1143882.0, 328, 396281.3, 328, 421013.4, 328, 302540.6, 328, 195687.8, 328, 364052.2, 328, 269794.4, 328, 324808.7, 328, 259551.5, 328, 368665.2, 328, 269193.3, 328, 351418.2, 328, 403403.0, 328, 259001.2
330, 172806.8, 330, 237516.9, 330, 1143766.0, 330, 396297.4, 330, 420920.2, 330, 302517.5, 330, 195656.2, 330, 363988.2, 330, 269727.7, 330, 324840.4, 330, 259528.4, 330, 368660.5, 330, 269195.2, 330, 351338.4, 330, 403401.7, 330, 258990.5
332, 172785.7, 332, 237504.2, 332, 1143784.0, 332, 396346.5, 332, 420926.0, 332, 302544.6, 332, 195695.3, 332, 364048.4, 332, 269770.6, 332, 324735.1, 332, 259618.7, 332, 368654.4, 332, 269187.1, 332, 351367.6, 332, 403383.4, 332, 258989.2
334, 172846.1, 334, 237574.0, 334, 1143779.0, 334, 396328.4, 334, 420970.9, 334, 302534.8, 334, 195693.0, 334, 364085.9, 334, 269789.3, 334, 324753.8, 334, 259527.3, 334, 368630.2, 334, 269153.1, 334, 351360.1, 334, 403350.2, 334, 259019.5
336, 172723.1, 336, 237484.0, 336, 1143776.0, 336, 396283.8, 336, 420910.5, 336, 302576.8, 336, 195666.8, 336, 363962.6, 336, 269727.1, 336, 324822.4, 336, 259480.2, 336, 368667.5, 336, 269136.8, 336, 351397.4, 336, 403386.8, 336, 258962.0
338, 172813.9, 338, 237470.6, 338, 1143795.0, 338, 396300.0, 338, 420907.8, 338, 302543.6, 338, 195699.0, 338, 363971.9, 338, 269732.5, 338, 324760.4, 338, 259549.9, 338, 368621.6, 338, 269155.4, 338, 351397.5, 338, 403395.1, 338, 258921.7
340, 172780.3, 340, 237551.0, 340, 1143754.0, 340, 396308.8, 340, 420941.0, 340, 302515.9, 340, 195674.5, 340, 364021.6, 340, 269827.3, 340, 324860.8, 340, 259575.3, 340, 368648.5, 340, 269129.1, 340, 351409.3, 340, 403365.7, 340, 258994.8
342, 172774.8, 342, 237531.2, 342, 1143719.0, 342, 396322.7, 342, 420894.1, 342, 302542.5, 342, 195648.9, 342, 363933.1, 342, 269676.9, 342, 324853.8, 342, 259495.3, 342, 368655.5, 342, 269170.4, 342, 351373.1, 342, 403394.3, 342, 258919.5
344, 172766.7, 344, 237543.0, 344, 1143807.0, 344, 396324.2, 344, 420908.9, 344, 302532.6, 344, 195666.5, 344, 363967.5, 344, 269676.0, 344, 324876.8, 344, 259474.3, 344, 368620.9, 344, 269138.6, 344, 351339.5, 344, 403403.1, 344, 258986.7
346, 172789.9, 346, 237550.9, 346, 1143782.0, 346, 396332.7, 346, 420886.2, 346, 302534.7, 346, 195618.1, 346, 364068.1, 346, 269711.6, 346, 324836.7, 346, 259440.5, 346, 368625.4, 346, 269156.1, 346, 351297.9, 346, 403396.2, 346, 258944.0
348, 172795.5, 348, 237527.2, 348, 1143727.0, 348, 396311.5, 348, 420894.7, 348, 302526.8, 348, 195616.1, 348, 364034.0, 348, 269730.5, 348, 324843.9, 348, 259450.7, 348, 368632.0, 348, 269097.2, 348, 351330.1, 348, 403389.9, 348, 258966.4
350, 172740.0, 350, 237524.9, 350, 1143712.0, 350, 396283.4, 350, 420876.9, 350, 302490.9, 350, 195609.5, 350, 363942.2, 350, 269698.3, 350, 324783.1, 350, 259478.0, 350, 368597.4, 350, 269083.4, 350, 351273.3, 350, 403352.3, 350, 258919.6
352, 172699.4, 352, 237524.9, 352, 1143739.0, 352, 396254.1, 352, 420880.7, 352, 302522.5, 352, 195627.1, 352, 363950.1, 352, 269621.6, 352, 324759.0, 352, 259505.5, 352, 368626.5, 352, 269122.8, 352, 351268.0, 352, 403369.2, 352, 258910.0
354, 172759.6, 354, 237525.4, 354, 1143718.0, 354, 396258.0, 354, 420900.1, 354, 302438.3, 354, 195605.1, 354, 363934.9, 354, 269706.7, 354, 324783.6, 354, 259483.8, 354, 368613.2, 354, 269091.1, 354, 351345.3, 354, 403257.0, 354, 258900.3
356, 172655.9, 356, 237459.5, 356, 1143719.0, 356, 396243.4, 356, 420832.0, 356, 302445.4, 356, 195630.5, 356, 363912.8, 356, 269681.0, 356, 324697.6, 356, 259459.8, 356, 368594.0, 356, 269065.8, 356, 351329.7, 356, 403300.7, 356, 258888.1
358, 172735.3, 358, 237426.9, 358, 1143707.0, 358, 396234.6, 358, 420876.5, 358, 302463.9, 358, 195639.0, 358, 363939.1, 358, 269731.1, 358, 324720.5, 358, 259514.7, 358, 368559.3, 358, 269073.5, 358, 351291.7, 358, 403252.2, 358, 258868.5
360, 172739.1, 360, 237425.8, 360, 1143723.0, 360, 396218.8, 360, 420848.8, 360, 302397.6, 360, 195627.7, 360, 363924.6, 360, 269708.1, 360, 324730.9, 360, 259430.0, 360, 368582.7, 360, 269033.1, 360, 351274.0, 360, 403276.4, 360, 258857.1
362, 172623.9, 362, 237405.5, 362, 1143638.0, 362, 396212.3, 362, 420829.0, 362, 302428.5, 362, 195569.7, 362, 363936.0, 362, 269652.3, 362, 324704.5, 362, 259510.7, 362, 368556.2, 362, 269054.6, 362, 351243.8, 362, 403226.0, 362, 258859.8
364, 172736.4, 364, 237456.4, 364, 1143678.0, 364, 396196.3, 364, 420817.9, 364, 302444.1, 364, 195647.7, 364, 363912.6, 364, 269685.6, 364, 324669.8, 364, 259465.5, 364, 368580.7, 364, 269019.0, 364, 351275.5, 364, 403240.7, 364, 258871.7
366, 172696.8, 366, 237397.4, 366, 1143611.0, 366, 396177.8, 366, 420834.9, 366, 302440.8, 366, 195578.1, 366, 363870.0, 366, 269657.1, 366, 324700.3, 366, 259512.4, 366, 368524.4, 366, 269025.5, 366, 351288.6, 366, 403267.8, 366, 258864.3
368, 172674.7, 368, 237475.7, 368, 1143613.0, 368, 396169.9, 368, 420785.5, 368, 302482.1, 368, 195599.9, 368, 363905.0, 368, 269702.0, 368, 324667.8, 368, 259433.6, 368, 368580.9, 368, 269061.3, 368, 351333.9, 368, 403276.2, 368, 258858.6
370, 172660.8, 370, 237431.9, 370, 1143607.0, 370, 396186.2, 370, 420816.8, 370, 302409.9, 370, 195579.8, 370, 363890.7, 370, 269667.2, 370, 324656.1, 370, 259457.8, 370, 368572.5, 370, 268989.3, 370, 351279.8, 370, 403202.6, 370, 258820.4
372, 172690.8, 372, 237420.9, 372, 1143580.0, 372, 396123.9, 372, 420742.0, 372, 302363.8, 372, 195542.7, 372, 363919.3, 372, 269654.9, 372, 324635.1, 372, 259449.8, 372, 368525.7, 372, 268947.2, 372, 351263.9, 372, 403237.1, 372, 258839.1
374, 172635.9, 374, 237411.8, 374, 1143668.0, 374, 396151.4, 374, 420772.3, 374, 302412.0, 374, 195605.4, 374, 363905.3, 374, 269688.3, 374, 324696.8, 374, 259469.4, 374, 368605.9, 374, 269009.4, 374, 351310.3, 374, 403227.1, 374, 258876.0
376, 172618.6, 376, 237411.7, 376, 1143726.0, 376, 396165.0, 376, 420795.6, 376, 302415.2, 376, 195550.4, 376, 363873.6, 376, 269672.0, 376, 324802.0, 376, 259441.0, 376, 368558.0, 376, 269080.6, 376, 351263.6, 376, 403306.7, 376, 258846.6
378, 172707.5, 378, 237437.0, 378, 1143641.0, 378, 396277.3, 378, 420757.3, 378, 302486.7, 378, 195553.7, 378, 363946.2, 378, 269575.9, 378, 324800.7, 378, 259404.3, 378, 368556.2, 378, 269039.8, 378, 351213.4, 378, 403366.0, 378, 258859.0
380, 172720.8, 380, 237462.0, 380, 1143673.0, 380, 396249.5, 380, 420815.2, 380, 302491.9, 380, 195563.6, 380, 363993.5, 380, 269529.2, 380, 324793.6, 380, 259373.0, 380, 368583.4, 380, 269060.0, 380, 351209.6, 380, 403431.8, 380, 258869.2
