time 1,Aluminum_1, time 2,Aluminum_2,time 3,Aluminum_3, time 4,Aluminum_4,time 5 ,Aluminum_5, time 6,Aluminum_6,time 7,Aluminum_7, time 8,Aluminum_8,time 9 ,Aluminum_9, time 10,Aluminum_10,time 11,Aluminum_11, time 12,Aluminum_12,time 13 ,Aluminum_13, time 14,Aluminum_14,time 15,Aluminum_15, time 16,Aluminum_16
17160, 177935.7, 17160, 241744.8, 17160, 1148904.0, 17160, 400717.8, 17160, 419569.2, 17160, 308027.8, 17160, 193904.1, 17160, 362537.1, 17160, 275989.6, 17160, 329715.3, 17160, 265717.7, 17160, 373212.7, 17160, 275769.9, 17160, 357232.7, 17160, 410872.0, 17160, 259513.1
17162, 177939.7, 17162, 241723.6, 17162, 1148819.0, 17162, 400719.2, 17162, 419579.2, 17162, 308053.0, 17162, 193906.3, 17162, 362521.1, 17162, 275960.1, 17162, 329664.3, 17162, 265701.0, 17162, 373275.4, 17162, 275751.9, 17162, 357226.9, 17162, 410829.3, 17162, 259466.5
17164, 177907.1, 17164, 241727.9, 17164, 1148929.0, 17164, 400753.8, 17164, 419585.7, 17164, 308019.7, 17164, 193882.5, 17164, 362581.9, 17164, 275945.6, 17164, 329682.0, 17164, 265719.3, 17164, 373249.4, 17164, 275727.3, 17164, 357240.3, 17164, 410890.2, 17164, 259509.8
17166, 177926.0, 17166, 241690.8, 17166, 1148897.0, 17166, 400725.3, 17166, 419550.9, 17166, 308078.4, 17166, 193848.6, 17166, 362614.8, 17166, 275952.5, 17166, 329687.1, 17166, 265699.8, 17166, 373263.1, 17166, 275705.0, 17166, 357218.5, 17166, 410840.7, 17166, 259477.2
17168, 177899.5, 17168, 241729.8, 17168, 1148916.0, 17168, 400747.1, 17168, 419570.1, 17168, 308052.0, 17168, 193905.2, 17168, 362543.0, 17168, 276001.7, 17168, 329648.6, 17168, 265674.0, 17168, 373247.8, 17168, 275810.6, 17168, 357220.3, 17168, 410869.0, 17168, 259499.0
17170, 177905.7, 17170, 241709.2, 17170, 1148888.0, 17170, 400695.3, 17170, 419598.1, 17170, 308032.6, 17170, 193912.2, 17170, 362560.5, 17170, 276007.0, 17170, 329652.0, 17170, 265706.1, 17170, 373271.0, 17170, 275722.4, 17170, 357219.6, 17170, 410841.9, 17170, 259501.0
17172, 177881.7, 17172, 241725.7, 17172, 1148886.0, 17172, 400737.5, 17172, 419531.0, 17172, 308045.9, 17172, 193902.5, 17172, 362552.9, 17172, 275984.1, 17172, 329704.3, 17172, 265706.8, 17172, 373245.9, 17172, 275776.6, 17172, 357230.4, 17172, 410846.6, 17172, 259485.6
17174, 177932.9, 17174, 241698.7, 17174, 1148863.0, 17174, 400744.4, 17174, 419560.0, 17174, 308021.6, 17174, 193905.7, 17174, 362510.9, 17174, 275951.2, 17174, 329676.9, 17174, 265753.2, 17174, 373282.7, 17174, 275768.9, 17174, 357283.0, 17174, 410825.5, 17174, 259482.3
17176, 177910.3, 17176, 241694.6, 17176, 1148868.0, 17176, 400754.5, 17176, 419547.4, 17176, 308052.0, 17176, 193958.5, 17176, 362527.2, 17176, 275933.8, 17176, 329707.5, 17176, 265733.9, 17176, 373235.1, 17176, 275724.4, 17176, 357194.6, 17176, 410861.8, 17176, 259477.1
17178, 177866.5, 17178, 241704.4, 17178, 1148860.0, 17178, 400746.4, 17178, 419556.6, 17178, 308056.1, 17178, 193923.7, 17178, 362551.6, 17178, 276004.5, 17178, 329655.9, 17178, 265735.7, 17178, 373246.5, 17178, 275805.5, 17178, 357263.4, 17178, 410858.6, 17178, 259439.2
17180, 177911.3, 17180, 241702.7, 17180, 1148908.0, 17180, 400745.7, 17180, 419552.2, 17180, 308014.9, 17180, 193952.3, 17180, 362550.9, 17180, 275992.4, 17180, 329668.3, 17180, 265750.3, 17180, 373271.3, 17180, 275750.8, 17180, 357267.5, 17180, 410858.6, 17180, 259500.2
17182, 177917.8, 17182, 241728.1, 17182, 1148880.0, 17182, 400740.6, 17182, 419520.0, 17182, 308047.0, 17182, 193873.7, 17182, 362478.0, 17182, 275971.6, 17182, 329645.4, 17182, 265739.9, 17182, 373266.4, 17182, 275737.3, 17182, 357237.8, 17182, 410898.0, 17182, 259505.8
17184, 177913.7, 17184, 241720.5, 17184, 1148904.0, 17184, 400731.0, 17184, 419559.9, 17184, 308031.3, 17184, 193888.3, 17184, 362543.7, 17184, 275961.5, 17184, 329659.1, 17184, 265727.1, 17184, 373235.3, 17184, 275779.1, 17184, 357233.3, 17184, 410912.8, 17184, 259484.0
17186, 177912.1, 17186, 241695.0, 17186, 1148873.0, 17186, 400705.6, 17186, 419565.3, 17186, 308037.0, 17186, 193897.6, 17186, 362500.6, 17186, 275962.6, 17186, 329669.4, 17186, 265738.4, 17186, 373274.2, 17186, 275743.3, 17186, 357240.5, 17186, 410867.7, 17186, 259474.4
17188, 177861.2, 17188, 241703.3, 17188, 1148831.0, 17188, 400741.0, 17188, 419533.7, 17188, 308061.5, 17188, 193924.4, 17188, 362521.1, 17188, 275908.3, 17188, 329711.6, 17188, 265776.0, 17188, 373275.7, 17188, 275753.6, 17188, 357220.0, 17188, 410880.4, 17188, 259449.8
17190, 177943.6, 17190, 241756.3, 17190, 1148894.0, 17190, 400698.4, 17190, 419569.6, 17190, 308056.1, 17190, 193926.0, 17190, 362500.2, 17190, 275971.6, 17190, 329679.8, 17190, 265765.1, 17190, 373227.2, 17190, 275732.9, 17190, 357255.3, 17190, 410885.9, 17190, 259473.1
17192, 177887.4, 17192, 241680.2, 17192, 1148867.0, 17192, 400725.3, 17192, 419537.7, 17192, 308016.0, 17192, 193896.3, 17192, 362515.4, 17192, 275967.2, 17192, 329671.7, 17192, 265714.6, 17192, 373236.1, 17192, 275725.4, 17192, 357208.3, 17192, 410836.3, 17192, 259461.6
17194, 177961.1, 17194, 241741.2, 17194, 1148892.0, 17194, 400735.6, 17194, 419520.1, 17194, 307997.4, 17194, 193935.1, 17194, 362531.1, 17194, 275956.3, 17194, 329684.5, 17194, 265753.7, 17194, 373264.3, 17194, 275770.5, 17194, 357220.2, 17194, 410906.6, 17194, 259478.7
17196, 177921.9, 17196, 241722.4, 17196, 1148880.0, 17196, 400755.5, 17196, 419518.7, 17196, 308074.2, 17196, 193907.3, 17196, 362519.3, 17196, 275975.5, 17196, 329703.0, 17196, 265727.4, 17196, 373292.0, 17196, 275794.6, 17196, 357209.4, 17196, 410905.8, 17196, 259474.4
17198, 177889.1, 17198, 241691.3, 17198, 1148917.0, 17198, 400779.7, 17198, 419565.7, 17198, 308085.0, 17198, 193888.3, 17198, 362524.6, 17198, 275960.1, 17198, 329684.6, 17198, 265738.6, 17198, 373239.6, 17198, 275789.6, 17198, 357184.0, 17198, 410919.3, 17198, 259458.8
17200, 177933.1, 17200, 241696.0, 17200, 1148928.0, 17200, 400736.0, 17200, 419577.5, 17200, 308083.7, 17200, 193902.5, 17200, 362579.9, 17200, 275975.7, 17200, 329682.0, 17200, 265695.0, 17200, 373250.3, 17200, 275789.8, 17200, 357224.3, 17200, 410909.3, 17200, 259481.7
17202, 177940.7, 17202, 241732.8, 17202, 1148909.0, 17202, 400724.6, 17202, 419533.1, 17202, 308040.5, 17202, 193898.1, 17202, 362544.4, 17202, 275940.4, 17202, 329635.3, 17202, 265694.6, 17202, 373264.2, 17202, 275755.4, 17202, 357266.9, 17202, 410886.6, 17202, 259475.0
17204, 177909.5, 17204, 241709.4, 17204, 1148900.0, 17204, 400731.6, 17204, 419561.7, 17204, 308062.3, 17204, 193921.5, 17204, 362565.2, 17204, 275983.1, 17204, 329674.4, 17204, 265728.2, 17204, 373273.7, 17204, 275787.3, 17204, 357239.2, 17204, 410923.6, 17204, 259497.7
17206, 177917.9, 17206, 241668.5, 17206, 1148946.0, 17206, 400743.6, 17206, 419560.6, 17206, 308053.0, 17206, 193911.3, 17206, 362529.3, 17206, 275951.7, 17206, 329648.8, 17206, 265695.8, 17206, 373249.7, 17206, 275736.6, 17206, 357214.1, 17206, 410883.7, 17206, 259467.6
17208, 177946.3, 17208, 241708.0, 17208, 1148889.0, 17208, 400707.4, 17208, 419518.4, 17208, 308047.6, 17208, 193959.0, 17208, 362533.4, 17208, 275964.3, 17208, 329712.2, 17208, 265770.9, 17208, 373276.9, 17208, 275760.9, 17208, 357258.6, 17208, 410926.2, 17208, 259489.6
17210, 177904.5, 17210, 241741.2, 17210, 1148930.0, 17210, 400749.2, 17210, 419563.5, 17210, 308033.6, 17210, 193946.4, 17210, 362553.3, 17210, 275892.5, 17210, 329726.3, 17210, 265726.6, 17210, 373273.3, 17210, 275789.5, 17210, 357239.1, 17210, 410916.1, 17210, 259519.4
17212, 177872.1, 17212, 241735.3, 17212, 1148906.0, 17212, 400778.3, 17212, 419560.3, 17212, 308111.1, 17212, 193909.5, 17212, 362527.5, 17212, 275949.1, 17212, 329660.9, 17212, 265698.2, 17212, 373260.7, 17212, 275766.4, 17212, 357208.7, 17212, 410943.7, 17212, 259510.5
17214, 177917.7, 17214, 241740.5, 17214, 1148950.0, 17214, 400769.6, 17214, 419552.4, 17214, 308053.6, 17214, 193907.4, 17214, 362579.3, 17214, 275960.8, 17214, 329723.9, 17214, 265724.2, 17214, 373263.4, 17214, 275811.0, 17214, 357231.9, 17214, 410933.1, 17214, 259486.5
17216, 177948.5, 17216, 241729.7, 17216, 1148934.0, 17216, 400777.1, 17216, 419550.4, 17216, 308050.3, 17216, 193928.0, 17216, 362570.3, 17216, 275910.3, 17216, 329741.1, 17216, 265738.5, 17216, 373236.8, 17216, 275785.4, 17216, 357236.0, 17216, 410946.4, 17216, 259492.4
17218, 177929.0, 17218, 241764.2, 17218, 1148927.0, 17218, 400756.6, 17218, 419527.8, 17218, 308045.1, 17218, 193939.7, 17218, 362541.1, 17218, 275936.9, 17218, 329734.1, 17218, 265692.7, 17218, 373295.9, 17218, 275775.2, 17218, 357207.2, 17218, 410942.0, 17218, 259508.1
17220, 177934.2, 17220, 241773.8, 17220, 1148972.0, 17220, 400758.5, 17220, 419539.0, 17220, 308050.5, 17220, 193913.4, 17220, 362572.0, 17220, 275962.5, 17220, 329704.8, 17220, 265756.1, 17220, 373235.9, 17220, 275814.9, 17220, 357219.5, 17220, 410935.6, 17220, 259500.1
17222, 177941.2, 17222, 241792.8, 17222, 1148954.0, 17222, 400719.4, 17222, 419545.8, 17222, 308044.8, 17222, 193922.8, 17222, 362574.9, 17222, 275903.2, 17222, 329683.6, 17222, 265709.4, 17222, 373271.5, 17222, 275789.1, 17222, 357235.3, 17222, 410887.8, 17222, 259473.4
17224, 177925.3, 17224, 241693.4, 17224, 1148936.0, 17224, 400706.1, 17224, 419574.4, 17224, 308115.8, 17224, 193928.2, 17224, 362517.9, 17224, 275939.3, 17224, 329708.0, 17224, 265692.7, 17224, 373262.9, 17224, 275713.6, 17224, 357238.1, 17224, 410844.8, 17224, 259471.2
17226, 177944.2, 17226, 241746.0, 17226, 1148936.0, 17226, 400760.5, 17226, 419633.8, 17226, 308051.9, 17226, 193939.3, 17226, 362558.7, 17226, 275981.3, 17226, 329689.7, 17226, 265716.3, 17226, 373251.8, 17226, 275766.0, 17226, 357266.6, 17226, 410826.9, 17226, 259515.4
17228, 177892.0, 17228, 241751.4, 17228, 1148900.0, 17228, 400730.1, 17228, 419572.2, 17228, 308044.1, 17228, 193907.4, 17228, 362500.5, 17228, 275924.1, 17228, 329638.8, 17228, 265731.2, 17228, 373240.8, 17228, 275762.6, 17228, 357228.1, 17228, 410859.5, 17228, 259481.6
17230, 177909.1, 17230, 241708.8, 17230, 1148917.0, 17230, 400691.4, 17230, 419529.1, 17230, 308052.1, 17230, 193930.5, 17230, 362566.9, 17230, 275952.5, 17230, 329686.5, 17230, 265757.0, 17230, 373234.7, 17230, 275707.4, 17230, 357282.9, 17230, 410860.2, 17230, 259482.5
17232, 177905.4, 17232, 241749.4, 17232, 1148938.0, 17232, 400754.8, 17232, 419522.9, 17232, 308060.2, 17232, 193915.0, 17232, 362517.4, 17232, 275926.6, 17232, 329684.9, 17232, 265683.2, 17232, 373235.6, 17232, 275712.1, 17232, 357240.2, 17232, 410848.0, 17232, 259419.3
17234, 177900.7, 17234, 241717.6, 17234, 1148890.0, 17234, 400759.4, 17234, 419533.9, 17234, 308096.1, 17234, 193932.4, 17234, 362548.5, 17234, 275937.4, 17234, 329719.2, 17234, 265707.0, 17234, 373239.9, 17234, 275770.7, 17234, 357244.0, 17234, 410890.2, 17234, 259444.6
17236, 177926.1, 17236, 241727.3, 17236, 1148920.0, 17236, 400761.3, 17236, 419532.5, 17236, 308033.3, 17236, 193941.7, 17236, 362543.1, 17236, 275944.3, 17236, 329685.5, 17236, 265712.8, 17236, 373195.5, 17236, 275753.9, 17236, 357228.5, 17236, 410843.4, 17236, 259459.9
17238, 177889.6, 17238, 241698.7, 17238, 1148907.0, 17238, 400705.3, 17238, 419572.2, 17238, 308051.3, 17238, 193886.6, 17238, 362543.7, 17238, 275987.3, 17238, 329658.6, 17238, 265731.9, 17238, 373284.5, 17238, 275714.8, 17238, 357197.4, 17238, 410878.9, 17238, 259456.0
17240, 177902.0, 17240, 241719.5, 17240, 1148919.0, 17240, 400725.7, 17240, 419554.9, 17240, 308053.9, 17240, 193919.3, 17240, 362487.4, 17240, 276016.1, 17240, 329641.9, 17240, 265780.6, 17240, 373271.7, 17240, 275815.6, 17240, 357235.0, 17240, 410881.0, 17240, 259466.3
17242, 177905.0, 17242, 241737.7, 17242, 1148920.0, 17242, 400717.0, 17242, 419559.0, 17242, 308040.3, 17242, 193937.7, 17242, 362537.3, 17242, 275943.5, 17242, 329663.2, 17242, 265736.9, 17242, 373282.8, 17242, 275749.2, 17242, 357259.0, 17242, 410888.8, 17242, 259495.2
17244, 177956.1, 17244, 241756.7, 17244, 1148950.0, 17244, 400758.2, 17244, 419603.4, 17244, 308078.1, 17244, 193918.3, 17244, 362571.1, 17244, 275975.0, 17244, 329770.0, 17244, 265756.0, 17244, 373296.2, 17244, 275822.7, 17244, 357247.1, 17244, 410924.1, 17244, 259478.2
17246, 177918.4, 17246, 241761.5, 17246, 1148960.0, 17246, 400794.7, 17246, 419550.0, 17246, 308105.9, 17246, 193937.5, 17246, 362544.9, 17246, 275941.5, 17246, 329802.8, 17246, 265710.0, 17246, 373274.0, 17246, 275806.2, 17246, 357211.7, 17246, 410974.2, 17246, 259466.6
17248, 177926.3, 17248, 241740.8, 17248, 1148978.0, 17248, 400855.8, 17248, 419564.6, 17248, 308096.0, 17248, 193878.1, 17248, 362568.0, 17248, 275931.0, 17248, 329757.7, 17248, 265657.8, 17248, 373245.5, 17248, 275783.4, 17248, 357189.9, 17248, 410968.7, 17248, 259493.9
17250, 177937.5, 17250, 241732.3, 17250, 1148944.0, 17250, 400832.3, 17250, 419580.2, 17250, 308052.6, 17250, 193899.4, 17250, 362570.8, 17250, 275917.1, 17250, 329735.5, 17250, 265692.2, 17250, 373224.3, 17250, 275778.9, 17250, 357182.4, 17250, 410941.3, 17250, 259471.4
17252, 177954.7, 17252, 241816.3, 17252, 1148919.0, 17252, 400732.0, 17252, 419566.5, 17252, 308049.0, 17252, 193970.2, 17252, 362574.9, 17252, 275966.8, 17252, 329761.7, 17252, 265645.1, 17252, 373256.9, 17252, 275791.0, 17252, 357217.3, 17252, 410924.5, 17252, 259497.2
17254, 177910.6, 17254, 241745.9, 17254, 1148948.0, 17254, 400781.5, 17254, 419588.6, 17254, 308028.7, 17254, 193911.6, 17254, 362571.4, 17254, 275911.6, 17254, 329688.0, 17254, 265684.3, 17254, 373209.8, 17254, 275750.9, 17254, 357199.0, 17254, 410916.4, 17254, 259504.2
17256, 177971.0, 17256, 241766.0, 17256, 1148986.0, 17256, 400735.8, 17256, 419556.9, 17256, 308044.0, 17256, 193932.7, 17256, 362596.9, 17256, 275965.1, 17256, 329678.5, 17256, 265683.2, 17256, 373242.2, 17256, 275783.6, 17256, 357209.0, 17256, 410896.8, 17256, 259503.1
17258, 177923.5, 17258, 241734.5, 17258, 1148907.0, 17258, 400756.2, 17258, 419581.4, 17258, 308000.6, 17258, 193916.1, 17258, 362582.1, 17258, 275917.4, 17258, 329681.6, 17258, 265691.0, 17258, 373236.2, 17258, 275734.3, 17258, 357239.9, 17258, 410874.9, 17258, 259475.7
17260, 177926.0, 17260, 241723.7, 17260, 1148944.0, 17260, 400754.7, 17260, 419555.8, 17260, 308019.2, 17260, 193942.7, 17260, 362576.2, 17260, 275993.9, 17260, 329700.4, 17260, 265681.2, 17260, 373214.6, 17260, 275779.0, 17260, 357199.2, 17260, 410884.9, 17260, 259451.5
17262, 177915.2, 17262, 241704.5, 17262, 1148903.0, 17262, 400685.4, 17262, 419558.1, 17262, 308034.4, 17262, 193900.8, 17262, 362559.8, 17262, 275943.2, 17262, 329715.9, 17262, 265681.1, 17262, 373241.4, 17262, 275764.1, 17262, 357210.9, 17262, 410820.9, 17262, 259459.6
17264, 177909.2, 17264, 241731.6, 17264, 1148931.0, 17264, 400736.6, 17264, 419555.2, 17264, 308099.7, 17264, 193915.0, 17264, 362553.0, 17264, 275954.9, 17264, 329658.2, 17264, 265706.7, 17264, 373242.8, 17264, 275769.1, 17264, 357188.1, 17264, 410864.4, 17264, 259470.6
17266, 177918.7, 17266, 241744.2, 17266, 1148919.0, 17266, 400726.2, 17266, 419552.4, 17266, 308061.8, 17266, 193919.8, 17266, 362538.5, 17266, 275946.4, 17266, 329688.8, 17266, 265716.4, 17266, 373232.9, 17266, 275745.5, 17266, 357208.3, 17266, 410863.8, 17266, 259501.4
17268, 177850.5, 17268, 241745.4, 17268, 1148888.0, 17268, 400751.1, 17268, 419543.6, 17268, 308034.3, 17268, 193926.4, 17268, 362490.0, 17268, 275941.6, 17268, 329666.4, 17268, 265688.7, 17268, 373221.0, 17268, 275753.5, 17268, 357188.0, 17268, 410838.9, 17268, 259500.5
17270, 177927.5, 17270, 241713.2, 17270, 1148953.0, 17270, 400719.6, 17270, 419568.0, 17270, 308087.4, 17270, 193961.9, 17270, 362536.7, 17270, 276002.7, 17270, 329702.1, 17270, 265740.3, 17270, 373267.6, 17270, 275783.2, 17270, 357269.9, 17270, 410890.1, 17270, 259503.9
17272, 177940.8, 17272, 241720.5, 17272, 1148930.0, 17272, 400776.7, 17272, 419601.5, 17272, 308094.0, 17272, 193944.9, 17272, 362544.8, 17272, 275932.4, 17272, 329756.5, 17272, 265693.5, 17272, 373244.8, 17272, 275821.5, 17272, 357240.2, 17272, 410904.3, 17272, 259524.1
17274, 177897.3, 17274, 241742.5, 17274, 1148922.0, 17274, 400759.3, 17274, 419554.3, 17274, 308091.7, 17274, 193886.2, 17274, 362571.4, 17274, 275903.6, 17274, 329708.3, 17274, 265687.3, 17274, 373209.4, 17274, 275771.0, 17274, 357227.7, 17274, 410969.7, 17274, 259507.6
17276, 177895.0, 17276, 241758.8, 17276, 1148941.0, 17276, 400747.1, 17276, 419520.7, 17276, 308046.5, 17276, 193904.9, 17276, 362584.9, 17276, 275964.9, 17276, 329681.9, 17276, 265685.2, 17276, 373265.3, 17276, 275785.6, 17276, 357216.1, 17276, 410895.5, 17276, 259486.1
17278, 177964.2, 17278, 241757.2, 17278, 1148978.0, 17278, 400762.0, 17278, 419569.1, 17278, 308044.3, 17278, 193920.5, 17278, 362602.0, 17278, 275940.7, 17278, 329737.1, 17278, 265666.1, 17278, 373255.3, 17278, 275798.0, 17278, 357201.9, 17278, 410947.0, 17278, 259531.7
17280, 177931.5, 17280, 241753.8, 17280, 1148947.0, 17280, 400784.3, 17280, 419604.5, 17280, 308050.9, 17280, 193918.6, 17280, 362621.9, 17280, 275936.0, 17280, 329776.3, 17280, 265665.6, 17280, 373282.5, 17280, 275796.7, 17280, 357231.9, 17280, 410961.5, 17280, 259539.7
17282, 177962.2, 17282, 241787.7, 17282, 1148916.0, 17282, 400818.6, 17282, 419589.0, 17282, 308087.7, 17282, 193905.4, 17282, 362563.3, 17282, 275925.1, 17282, 329777.0, 17282, 265631.8, 17282, 373282.5, 17282, 275849.2, 17282, 357228.3, 17282, 410959.6, 17282, 259514.3
17284, 177916.6, 17284, 241793.2, 17284, 1148926.0, 17284, 400808.4, 17284, 419560.0, 17284, 308089.7, 17284, 193922.7, 17284, 362597.2, 17284, 275923.1, 17284, 329760.2, 17284, 265610.7, 17284, 373268.6, 17284, 275826.2, 17284, 357195.1, 17284, 410982.0, 17284, 259480.2
17286, 177932.9, 17286, 241800.4, 17286, 1148921.0, 17286, 400804.0, 17286, 419577.8, 17286, 308014.1, 17286, 193911.0, 17286, 362611.5, 17286, 275955.1, 17286, 329753.7, 17286, 265661.2, 17286, 373244.9, 17286, 275771.4, 17286, 357194.8, 17286, 410999.4, 17286, 259494.0
17288, 177966.8, 17288, 241722.8, 17288, 1148907.0, 17288, 400703.1, 17288, 419523.7, 17288, 308041.6, 17288, 193950.9, 17288, 362563.5, 17288, 275925.8, 17288, 329688.5, 17288, 265633.6, 17288, 373271.6, 17288, 275770.3, 17288, 357193.4, 17288, 410903.7, 17288, 259496.1
17290, 177881.2, 17290, 241721.8, 17290, 1148912.0, 17290, 400774.9, 17290, 419578.5, 17290, 308033.0, 17290, 193865.3, 17290, 362576.8, 17290, 275960.2, 17290, 329725.6, 17290, 265707.7, 17290, 373263.2, 17290, 275763.0, 17290, 357260.9, 17290, 410860.0, 17290, 259502.5
17292, 177972.7, 17292, 241762.4, 17292, 1148915.0, 17292, 400714.4, 17292, 419571.1, 17292, 308036.6, 17292, 193914.2, 17292, 362585.0, 17292, 275952.6, 17292, 329734.7, 17292, 265679.1, 17292, 373290.1, 17292, 275829.0, 17292, 357260.2, 17292, 410911.6, 17292, 259507.4
17294, 177916.9, 17294, 241754.2, 17294, 1148944.0, 17294, 400755.6, 17294, 419565.2, 17294, 308077.8, 17294, 193957.8, 17294, 362557.0, 17294, 275933.5, 17294, 329765.5, 17294, 265707.3, 17294, 373252.4, 17294, 275784.4, 17294, 357229.5, 17294, 410963.4, 17294, 259512.6
17296, 177942.9, 17296, 241747.0, 17296, 1148956.0, 17296, 400787.5, 17296, 419592.4, 17296, 308048.6, 17296, 193873.2, 17296, 362614.9, 17296, 275913.0, 17296, 329716.0, 17296, 265639.6, 17296, 373272.1, 17296, 275759.7, 17296, 357205.4, 17296, 410979.2, 17296, 259531.5
17298, 177946.0, 17298, 241773.9, 17298, 1148937.0, 17298, 400832.5, 17298, 419583.5, 17298, 308017.8, 17298, 193879.6, 17298, 362593.3, 17298, 275960.4, 17298, 329744.4, 17298, 265666.7, 17298, 373266.6, 17298, 275792.4, 17298, 357215.3, 17298, 410947.9, 17298, 259491.2
17300, 177973.6, 17300, 241768.3, 17300, 1148934.0, 17300, 400740.7, 17300, 419538.4, 17300, 308033.7, 17300, 193920.5, 17300, 362594.6, 17300, 275928.6, 17300, 329713.3, 17300, 265649.0, 17300, 373260.5, 17300, 275764.2, 17300, 357192.9, 17300, 410861.0, 17300, 259468.2
17302, 177925.8, 17302, 241679.7, 17302, 1148965.0, 17302, 400694.9, 17302, 419571.7, 17302, 308088.9, 17302, 193940.0, 17302, 362587.2, 17302, 275960.3, 17302, 329728.5, 17302, 265637.9, 17302, 373246.8, 17302, 275753.7, 17302, 357236.2, 17302, 410880.4, 17302, 259443.2
17304, 177935.6, 17304, 241756.9, 17304, 1148953.0, 17304, 400753.0, 17304, 419600.6, 17304, 308051.8, 17304, 193929.1, 17304, 362592.6, 17304, 275937.5, 17304, 329739.0, 17304, 265711.5, 17304, 373233.5, 17304, 275801.9, 17304, 357253.1, 17304, 410912.0, 17304, 259515.8
17306, 177947.5, 17306, 241728.4, 17306, 1148976.0, 17306, 400774.0, 17306, 419553.9, 17306, 308099.3, 17306, 193881.4, 17306, 362563.1, 17306, 275918.9, 17306, 329762.1, 17306, 265657.6, 17306, 373286.0, 17306, 275776.1, 17306, 357248.1, 17306, 410973.1, 17306, 259503.4
17308, 177918.4, 17308, 241772.8, 17308, 1148963.0, 17308, 400832.5, 17308, 419583.0, 17308, 308083.9, 17308, 193914.5, 17308, 362585.6, 17308, 275897.5, 17308, 329787.6, 17308, 265638.8, 17308, 373271.4, 17308, 275818.6, 17308, 357195.5, 17308, 410956.4, 17308, 259490.0
17310, 177926.3, 17310, 241753.5, 17310, 1148979.0, 17310, 400780.6, 17310, 419562.3, 17310, 308064.6, 17310, 193859.2, 17310, 362606.7, 17310, 275912.5, 17310, 329788.5, 17310, 265575.7, 17310, 373234.9, 17310, 275783.4, 17310, 357199.6, 17310, 410980.8, 17310, 259547.5
17312, 177925.1, 17312, 241802.4, 17312, 1148943.0, 17312, 400771.1, 17312, 419595.9, 17312, 308046.4, 17312, 193872.8, 17312, 362595.8, 17312, 275984.9, 17312, 329792.6, 17312, 265663.3, 17312, 373261.2, 17312, 275803.6, 17312, 357246.7, 17312, 410914.3, 17312, 259526.3
17314, 178004.8, 17314, 241781.6, 17314, 1149007.0, 17314, 400778.2, 17314, 419622.5, 17314, 308019.9, 17314, 193920.9, 17314, 362632.6, 17314, 275925.6, 17314, 329811.0, 17314, 265706.1, 17314, 373304.6, 17314, 275838.8, 17314, 357246.9, 17314, 410944.7, 17314, 259454.8
17316, 177961.1, 17316, 241800.6, 17316, 1148970.0, 17316, 400861.2, 17316, 419613.3, 17316, 308031.5, 17316, 193895.6, 17316, 362614.8, 17316, 275918.8, 17316, 329879.0, 17316, 265561.4, 17316, 373239.4, 17316, 275834.5, 17316, 357259.0, 17316, 411035.9, 17316, 259544.7
17318, 177979.9, 17318, 241823.1, 17318, 1148983.0, 17318, 400864.6, 17318, 419588.2, 17318, 308086.8, 17318, 193872.1, 17318, 362668.7, 17318, 275898.1, 17318, 329855.5, 17318, 265513.6, 17318, 373270.8, 17318, 275817.7, 17318, 357221.9, 17318, 411066.3, 17318, 259542.2
17320, 177957.9, 17320, 241875.8, 17320, 1149013.0, 17320, 400856.1, 17320, 419592.0, 17320, 308037.2, 17320, 193892.1, 17320, 362677.8, 17320, 275901.5, 17320, 329803.8, 17320, 265563.8, 17320, 373245.0, 17320, 275853.0, 17320, 357188.6, 17320, 411024.3, 17320, 259477.8
17322, 178023.5, 17322, 241813.3, 17322, 1149007.0, 17322, 400829.6, 17322, 419601.6, 17322, 307971.5, 17322, 193899.9, 17322, 362647.7, 17322, 275957.1, 17322, 329787.9, 17322, 265602.8, 17322, 373262.8, 17322, 275842.6, 17322, 357209.6, 17322, 410923.6, 17322, 259505.2
17324, 177956.9, 17324, 241773.0, 17324, 1148956.0, 17324, 400748.6, 17324, 419568.8, 17324, 308013.5, 17324, 193876.0, 17324, 362608.1, 17324, 275913.9, 17324, 329729.7, 17324, 265582.3, 17324, 373222.1, 17324, 275843.7, 17324, 357168.4, 17324, 410882.3, 17324, 259435.8
17326, 177920.3, 17326, 241789.6, 17326, 1148930.0, 17326, 400780.5, 17326, 419644.6, 17326, 308038.6, 17326, 193914.8, 17326, 362623.3, 17326, 275954.8, 17326, 329733.8, 17326, 265636.5, 17326, 373240.1, 17326, 275787.7, 17326, 357252.6, 17326, 410875.1, 17326, 259478.3
17328, 177907.4, 17328, 241744.3, 17328, 1148929.0, 17328, 400747.6, 17328, 419580.7, 17328, 308066.1, 17328, 193872.8, 17328, 362545.7, 17328, 275946.9, 17328, 329720.6, 17328, 265595.0, 17328, 373276.6, 17328, 275791.3, 17328, 357192.9, 17328, 410862.3, 17328, 259465.0
17330, 177881.6, 17330, 241670.6, 17330, 1148886.0, 17330, 400764.8, 17330, 419613.2, 17330, 308045.1, 17330, 193908.8, 17330, 362586.1, 17330, 275901.6, 17330, 329744.2, 17330, 265628.3, 17330, 373220.8, 17330, 275764.2, 17330, 357196.8, 17330, 410911.9, 17330, 259474.2
