time 1,PET_0.03mm_1, time 2,PUL-1,time 3,PUL-2, time 4,PUL-3,time 5 ,Marino-wool_1, time 6,Marino-wool_2,time 7,Marino-wool_3, time 8,Nylon_1,time 9 ,Nylon_2, time 10,Nylon_3,time 11,Polyester_1, time 12,Polyester_2,time 13 ,Polyester_3, time 14,Silk_1,time 15,Silk_2, time 16,Silk_3
5024, 177212.2, 5024, 217989.4, 5024, 325678.7, 5024, -386799.6, 5024, 426838.1, 5024, 505166.5, 5024, 399206.7, 5024, 375621.7, 5024, 214154.1, 5024, 304678.1, 5024, 251325.1, 5024, 399746.4, 5024, 213449.5, 5024, 125862.2, 5024, 322393.9, 5024, 234446.2
5026, 177245.6, 5026, 217980.8, 5026, 325699.2, 5026, -386811.8, 5026, 426851.0, 5026, 505184.2, 5026, 399191.9, 5026, 375636.1, 5026, 214150.4, 5026, 304682.7, 5026, 251320.4, 5026, 399732.7, 5026, 213466.2, 5026, 125838.4, 5026, 322425.6, 5026, 234434.4
5028, 177227.3, 5028, 217966.7, 5028, 325676.3, 5028, -386790.3, 5028, 426838.9, 5028, 505177.3, 5028, 399215.7, 5028, 375614.7, 5028, 214172.1, 5028, 304680.9, 5028, 251317.7, 5028, 399753.4, 5028, 213439.1, 5028, 125847.5, 5028, 322405.1, 5028, 234457.8
5030, 177219.2, 5030, 217975.0, 5030, 325690.9, 5030, -386793.4, 5030, 426835.4, 5030, 505150.6, 5030, 399219.6, 5030, 375613.2, 5030, 214167.5, 5030, 304668.5, 5030, 251323.2, 5030, 399723.8, 5030, 213440.4, 5030, 125839.1, 5030, 322382.3, 5030, 234442.2
5032, 177228.6, 5032, 217973.2, 5032, 325685.1, 5032, -386756.5, 5032, 426835.1, 5032, 505142.3, 5032, 399178.7, 5032, 375624.0, 5032, 214148.8, 5032, 304678.1, 5032, 251311.3, 5032, 399729.3, 5032, 213436.9, 5032, 125830.8, 5032, 322408.1, 5032, 234418.9
5034, 177242.8, 5034, 217965.0, 5034, 325666.8, 5034, -386813.7, 5034, 426828.7, 5034, 505153.9, 5034, 399182.7, 5034, 375618.3, 5034, 214171.3, 5034, 304688.7, 5034, 251298.9, 5034, 399754.7, 5034, 213444.1, 5034, 125844.0, 5034, 322421.5, 5034, 234430.7
5036, 177242.1, 5036, 217999.8, 5036, 325703.3, 5036, -386816.3, 5036, 426836.6, 5036, 505133.4, 5036, 399183.1, 5036, 375627.6, 5036, 214169.5, 5036, 304654.4, 5036, 251307.1, 5036, 399755.0, 5036, 213461.3, 5036, 125834.3, 5036, 322409.7, 5036, 234412.5
5038, 177237.2, 5038, 218027.0, 5038, 325698.1, 5038, -386821.9, 5038, 426798.7, 5038, 505100.3, 5038, 399200.2, 5038, 375603.5, 5038, 214151.7, 5038, 304643.2, 5038, 251289.2, 5038, 399770.0, 5038, 213431.4, 5038, 125836.7, 5038, 322385.3, 5038, 234432.4
5040, 177228.0, 5040, 218056.8, 5040, 325736.7, 5040, -386886.1, 5040, 426772.6, 5040, 505103.3, 5040, 399161.8, 5040, 375630.8, 5040, 214140.8, 5040, 304611.6, 5040, 251280.8, 5040, 399757.6, 5040, 213433.3, 5040, 125833.3, 5040, 322374.6, 5040, 234436.8
5042, 177226.5, 5042, 218034.2, 5042, 325738.6, 5042, -386889.0, 5042, 426784.4, 5042, 505075.3, 5042, 399178.4, 5042, 375610.0, 5042, 214107.5, 5042, 304593.4, 5042, 251275.3, 5042, 399729.6, 5042, 213393.0, 5042, 125795.6, 5042, 322396.5, 5042, 234412.8
5044, 177213.0, 5044, 218014.6, 5044, 325735.9, 5044, -386864.1, 5044, 426800.0, 5044, 505112.5, 5044, 399165.6, 5044, 375607.4, 5044, 214083.3, 5044, 304616.9, 5044, 251265.8, 5044, 399726.6, 5044, 213434.1, 5044, 125799.7, 5044, 322376.0, 5044, 234407.3
5046, 177218.8, 5046, 218004.0, 5046, 325713.5, 5046, -386830.3, 5046, 426756.3, 5046, 505101.1, 5046, 399167.7, 5046, 375600.5, 5046, 214102.1, 5046, 304649.0, 5046, 251264.7, 5046, 399742.5, 5046, 213425.7, 5046, 125815.1, 5046, 322358.6, 5046, 234417.2
5048, 177217.6, 5048, 217983.8, 5048, 325700.5, 5048, -386831.0, 5048, 426809.1, 5048, 505108.2, 5048, 399155.9, 5048, 375577.6, 5048, 214112.3, 5048, 304638.1, 5048, 251260.0, 5048, 399697.8, 5048, 213417.6, 5048, 125809.8, 5048, 322388.0, 5048, 234389.8
5050, 177219.5, 5050, 217969.8, 5050, 325699.5, 5050, -386797.7, 5050, 426799.0, 5050, 505121.2, 5050, 399158.7, 5050, 375601.2, 5050, 214127.3, 5050, 304642.4, 5050, 251274.7, 5050, 399687.7, 5050, 213413.2, 5050, 125803.7, 5050, 322352.8, 5050, 234408.1
5052, 177226.7, 5052, 217970.0, 5052, 325681.1, 5052, -386807.8, 5052, 426784.5, 5052, 505121.6, 5052, 399144.4, 5052, 375599.3, 5052, 214129.3, 5052, 304662.9, 5052, 251267.5, 5052, 399709.1, 5052, 213421.0, 5052, 125806.1, 5052, 322366.7, 5052, 234395.4
5054, 177243.8, 5054, 217975.6, 5054, 325674.5, 5054, -386785.0, 5054, 426809.1, 5054, 505104.7, 5054, 399139.7, 5054, 375571.7, 5054, 214120.6, 5054, 304645.6, 5054, 251281.0, 5054, 399730.5, 5054, 213422.7, 5054, 125770.8, 5054, 322373.7, 5054, 234379.4
5056, 177235.2, 5056, 218018.6, 5056, 325710.7, 5056, -386800.7, 5056, 426783.3, 5056, 505086.7, 5056, 399157.3, 5056, 375573.4, 5056, 214123.3, 5056, 304605.2, 5056, 251265.9, 5056, 399738.1, 5056, 213400.8, 5056, 125776.1, 5056, 322387.8, 5056, 234393.6
5058, 177231.0, 5058, 218041.6, 5058, 325726.8, 5058, -386853.9, 5058, 426759.8, 5058, 505051.6, 5058, 399156.2, 5058, 375591.6, 5058, 214109.9, 5058, 304567.9, 5058, 251253.2, 5058, 399715.2, 5058, 213411.6, 5058, 125771.8, 5058, 322348.0, 5058, 234394.2
5060, 177208.5, 5060, 218047.5, 5060, 325746.3, 5060, -386863.4, 5060, 426754.1, 5060, 505063.7, 5060, 399149.5, 5060, 375598.6, 5060, 214092.9, 5060, 304577.6, 5060, 251243.9, 5060, 399705.4, 5060, 213394.5, 5060, 125790.0, 5060, 322357.7, 5060, 234382.9
5062, 177215.2, 5062, 218043.3, 5062, 325744.0, 5062, -386867.7, 5062, 426766.1, 5062, 505060.3, 5062, 399161.6, 5062, 375591.7, 5062, 214092.3, 5062, 304583.2, 5062, 251231.8, 5062, 399697.3, 5062, 213416.3, 5062, 125779.4, 5062, 322354.3, 5062, 234366.0
5064, 177227.7, 5064, 218001.4, 5064, 325706.2, 5064, -386831.9, 5064, 426765.7, 5064, 505064.3, 5064, 399133.1, 5064, 375577.8, 5064, 214058.0, 5064, 304588.6, 5064, 251238.0, 5064, 399700.6, 5064, 213405.7, 5064, 125777.1, 5064, 322327.3, 5064, 234374.8
5066, 177229.4, 5066, 217990.4, 5066, 325702.9, 5066, -386842.3, 5066, 426745.9, 5066, 505058.9, 5066, 399134.8, 5066, 375572.9, 5066, 214073.7, 5066, 304602.5, 5066, 251234.6, 5066, 399678.7, 5066, 213369.4, 5066, 125771.9, 5066, 322328.2, 5066, 234370.9
5068, 177226.2, 5068, 217991.9, 5068, 325726.8, 5068, -386823.8, 5068, 426769.9, 5068, 505051.4, 5068, 399125.0, 5068, 375552.7, 5068, 214088.8, 5068, 304596.7, 5068, 251231.7, 5068, 399675.5, 5068, 213389.2, 5068, 125782.4, 5068, 322344.1, 5068, 234340.1
5070, 177238.5, 5070, 217980.5, 5070, 325684.6, 5070, -386834.4, 5070, 426762.5, 5070, 505071.5, 5070, 399123.2, 5070, 375555.8, 5070, 214084.6, 5070, 304603.4, 5070, 251232.1, 5070, 399692.0, 5070, 213403.4, 5070, 125768.4, 5070, 322367.9, 5070, 234361.5
5072, 177237.5, 5072, 218019.8, 5072, 325719.3, 5072, -386831.3, 5072, 426742.6, 5072, 505057.8, 5072, 399138.7, 5072, 375559.7, 5072, 214114.1, 5072, 304579.8, 5072, 251229.1, 5072, 399683.0, 5072, 213391.5, 5072, 125764.4, 5072, 322339.7, 5072, 234353.1
5074, 177228.9, 5074, 218060.1, 5074, 325742.8, 5074, -386888.1, 5074, 426705.1, 5074, 505003.4, 5074, 399136.8, 5074, 375563.1, 5074, 214078.6, 5074, 304530.6, 5074, 251233.7, 5074, 399699.4, 5074, 213378.9, 5074, 125768.4, 5074, 322334.6, 5074, 234371.5
5076, 177212.1, 5076, 218083.9, 5076, 325765.9, 5076, -386901.9, 5076, 426696.1, 5076, 504974.6, 5076, 399130.3, 5076, 375561.3, 5076, 214048.6, 5076, 304501.8, 5076, 251212.3, 5076, 399690.8, 5076, 213362.3, 5076, 125745.3, 5076, 322296.7, 5076, 234352.5
5078, 177206.6, 5078, 218066.9, 5078, 325764.1, 5078, -386918.3, 5078, 426716.2, 5078, 504991.1, 5078, 399124.7, 5078, 375565.3, 5078, 214042.6, 5078, 304519.5, 5078, 251210.3, 5078, 399689.1, 5078, 213373.4, 5078, 125738.7, 5078, 322326.2, 5078, 234333.8
5080, 177213.9, 5080, 218021.7, 5080, 325754.0, 5080, -386872.5, 5080, 426690.9, 5080, 505039.3, 5080, 399123.5, 5080, 375553.3, 5080, 214019.8, 5080, 304540.4, 5080, 251205.0, 5080, 399679.3, 5080, 213363.4, 5080, 125730.4, 5080, 322324.1, 5080, 234340.8
5082, 177218.7, 5082, 218012.4, 5082, 325752.7, 5082, -386877.8, 5082, 426710.8, 5082, 505034.4, 5082, 399091.7, 5082, 375558.7, 5082, 214039.8, 5082, 304552.3, 5082, 251215.9, 5082, 399656.8, 5082, 213375.3, 5082, 125748.7, 5082, 322311.8, 5082, 234325.2
5084, 177226.2, 5084, 217998.2, 5084, 325726.6, 5084, -386819.4, 5084, 426735.9, 5084, 505055.3, 5084, 399104.4, 5084, 375538.8, 5084, 214039.5, 5084, 304546.1, 5084, 251216.3, 5084, 399666.9, 5084, 213349.2, 5084, 125720.2, 5084, 322347.1, 5084, 234292.3
5086, 177210.2, 5086, 217992.7, 5086, 325708.8, 5086, -386824.9, 5086, 426714.5, 5086, 505047.3, 5086, 399090.1, 5086, 375518.5, 5086, 214039.7, 5086, 304572.1, 5086, 251212.2, 5086, 399669.8, 5086, 213343.6, 5086, 125742.7, 5086, 322303.3, 5086, 234344.6
5088, 177231.0, 5088, 217996.8, 5088, 325733.2, 5088, -386826.6, 5088, 426717.3, 5088, 505033.5, 5088, 399093.9, 5088, 375516.4, 5088, 214027.5, 5088, 304539.3, 5088, 251168.3, 5088, 399667.2, 5088, 213345.0, 5088, 125736.8, 5088, 322289.8, 5088, 234327.6
5090, 177235.1, 5090, 217978.5, 5090, 325689.7, 5090, -386822.4, 5090, 426710.0, 5090, 505038.7, 5090, 399085.9, 5090, 375510.6, 5090, 214039.2, 5090, 304545.1, 5090, 251177.9, 5090, 399659.8, 5090, 213345.9, 5090, 125724.0, 5090, 322301.6, 5090, 234291.9
5092, 177220.2, 5092, 217982.4, 5092, 325709.5, 5092, -386786.5, 5092, 426728.1, 5092, 505033.6, 5092, 399085.2, 5092, 375522.2, 5092, 214061.1, 5092, 304556.7, 5092, 251213.6, 5092, 399674.1, 5092, 213363.1, 5092, 125722.1, 5092, 322309.8, 5092, 234320.5
5094, 177229.5, 5094, 218038.7, 5094, 325728.6, 5094, -386850.7, 5094, 426696.8, 5094, 504993.1, 5094, 399084.5, 5094, 375536.6, 5094, 214055.4, 5094, 304517.3, 5094, 251183.5, 5094, 399663.3, 5094, 213351.3, 5094, 125731.6, 5094, 322290.8, 5094, 234318.2
5096, 177232.0, 5096, 218067.1, 5096, 325737.9, 5096, -386888.2, 5096, 426692.2, 5096, 504960.5, 5096, 399092.7, 5096, 375527.7, 5096, 214015.6, 5096, 304476.7, 5096, 251187.7, 5096, 399675.1, 5096, 213341.0, 5096, 125693.9, 5096, 322277.1, 5096, 234322.0
5098, 177190.9, 5098, 218076.7, 5098, 325773.3, 5098, -386906.9, 5098, 426659.7, 5098, 504979.1, 5098, 399088.7, 5098, 375525.5, 5098, 213995.5, 5098, 304469.7, 5098, 251190.6, 5098, 399645.7, 5098, 213342.3, 5098, 125713.0, 5098, 322267.3, 5098, 234305.9
5100, 177203.1, 5100, 218048.8, 5100, 325760.7, 5100, -386895.7, 5100, 426678.6, 5100, 504986.2, 5100, 399070.3, 5100, 375522.0, 5100, 213995.8, 5100, 304482.6, 5100, 251151.8, 5100, 399629.1, 5100, 213349.0, 5100, 125697.0, 5100, 322269.1, 5100, 234283.0
5102, 177193.8, 5102, 218004.9, 5102, 325757.4, 5102, -386846.9, 5102, 426705.1, 5102, 504997.7, 5102, 399068.5, 5102, 375511.0, 5102, 213988.1, 5102, 304491.4, 5102, 251157.5, 5102, 399628.7, 5102, 213353.3, 5102, 125678.1, 5102, 322259.9, 5102, 234307.5
5104, 177202.2, 5104, 218011.8, 5104, 325733.3, 5104, -386850.6, 5104, 426682.3, 5104, 505018.3, 5104, 399060.4, 5104, 375523.3, 5104, 213976.9, 5104, 304509.2, 5104, 251148.2, 5104, 399610.3, 5104, 213316.2, 5104, 125697.8, 5104, 322260.9, 5104, 234300.8
5106, 177228.0, 5106, 217994.8, 5106, 325715.1, 5106, -386834.2, 5106, 426696.4, 5106, 505007.8, 5106, 399085.0, 5106, 375483.7, 5106, 213998.6, 5106, 304513.6, 5106, 251161.6, 5106, 399636.2, 5106, 213339.6, 5106, 125689.1, 5106, 322265.3, 5106, 234263.2
5108, 177227.4, 5108, 217994.7, 5108, 325726.5, 5108, -386843.4, 5108, 426684.0, 5108, 505014.1, 5108, 399061.2, 5108, 375498.0, 5108, 214003.0, 5108, 304495.3, 5108, 251157.1, 5108, 399619.4, 5108, 213328.5, 5108, 125689.0, 5108, 322263.9, 5108, 234310.3
5110, 177222.0, 5110, 218007.3, 5110, 325706.8, 5110, -386839.2, 5110, 426681.8, 5110, 504971.9, 5110, 399057.0, 5110, 375470.7, 5110, 213993.9, 5110, 304511.3, 5110, 251161.6, 5110, 399610.5, 5110, 213299.5, 5110, 125683.2, 5110, 322250.7, 5110, 234291.1
5112, 177226.2, 5112, 217974.4, 5112, 325688.7, 5112, -386814.7, 5112, 426683.9, 5112, 505008.6, 5112, 399047.8, 5112, 375481.8, 5112, 214010.2, 5112, 304502.2, 5112, 251145.2, 5112, 399591.6, 5112, 213313.8, 5112, 125685.0, 5112, 322263.9, 5112, 234280.1
5114, 177222.6, 5114, 217986.1, 5114, 325691.3, 5114, -386829.2, 5114, 426676.8, 5114, 504989.9, 5114, 399034.1, 5114, 375476.2, 5114, 213996.8, 5114, 304531.3, 5114, 251150.1, 5114, 399584.9, 5114, 213300.6, 5114, 125698.8, 5114, 322256.1, 5114, 234284.1
5116, 177235.0, 5116, 217969.9, 5116, 325692.0, 5116, -386807.6, 5116, 426684.4, 5116, 504977.8, 5116, 399046.2, 5116, 375460.0, 5116, 214010.6, 5116, 304511.4, 5116, 251131.8, 5116, 399605.4, 5116, 213294.9, 5116, 125682.7, 5116, 322253.9, 5116, 234283.7
5118, 177223.3, 5118, 217962.6, 5118, 325676.4, 5118, -386787.8, 5118, 426688.2, 5118, 504993.4, 5118, 399048.7, 5118, 375451.8, 5118, 214026.4, 5118, 304513.6, 5118, 251129.0, 5118, 399610.8, 5118, 213297.6, 5118, 125698.4, 5118, 322241.7, 5118, 234266.3
5120, 177217.8, 5120, 217967.0, 5120, 325685.9, 5120, -386781.1, 5120, 426679.1, 5120, 504986.1, 5120, 399035.0, 5120, 375446.6, 5120, 214006.9, 5120, 304496.7, 5120, 251124.0, 5120, 399592.5, 5120, 213271.6, 5120, 125684.5, 5120, 322240.7, 5120, 234303.3
5122, 177229.1, 5122, 217976.3, 5122, 325668.4, 5122, -386785.3, 5122, 426676.0, 5122, 504995.8, 5122, 399037.5, 5122, 375464.8, 5122, 214023.9, 5122, 304517.3, 5122, 251136.3, 5122, 399583.2, 5122, 213279.6, 5122, 125674.9, 5122, 322235.0, 5122, 234237.4
5124, 177235.3, 5124, 217957.6, 5124, 325672.8, 5124, -386767.2, 5124, 426649.8, 5124, 504974.7, 5124, 399012.1, 5124, 375468.3, 5124, 214025.7, 5124, 304506.4, 5124, 251137.7, 5124, 399586.3, 5124, 213274.5, 5124, 125687.9, 5124, 322238.1, 5124, 234257.3
5126, 177227.9, 5126, 218001.6, 5126, 325691.6, 5126, -386794.4, 5126, 426646.3, 5126, 504960.8, 5126, 399012.8, 5126, 375454.5, 5126, 214020.7, 5126, 304499.6, 5126, 251134.1, 5126, 399594.3, 5126, 213266.8, 5126, 125663.2, 5126, 322213.1, 5126, 234274.7
5128, 177230.5, 5128, 217965.4, 5128, 325655.7, 5128, -386791.2, 5128, 426653.7, 5128, 504939.4, 5128, 399025.9, 5128, 375443.8, 5128, 214024.7, 5128, 304482.5, 5128, 251120.9, 5128, 399603.6, 5128, 213281.2, 5128, 125680.7, 5128, 322226.2, 5128, 234237.8
5130, 177237.4, 5130, 217971.3, 5130, 325665.6, 5130, -386815.0, 5130, 426663.3, 5130, 504960.5, 5130, 399007.7, 5130, 375420.7, 5130, 214018.8, 5130, 304485.6, 5130, 251118.9, 5130, 399609.8, 5130, 213277.4, 5130, 125675.2, 5130, 322216.7, 5130, 234252.9
5132, 177224.8, 5132, 217988.5, 5132, 325694.5, 5132, -386833.7, 5132, 426647.6, 5132, 504947.4, 5132, 399016.4, 5132, 375452.7, 5132, 214010.4, 5132, 304473.3, 5132, 251117.3, 5132, 399585.0, 5132, 213251.7, 5132, 125667.0, 5132, 322219.1, 5132, 234261.7
5134, 177217.6, 5134, 217998.0, 5134, 325671.0, 5134, -386815.4, 5134, 426638.6, 5134, 504925.3, 5134, 399016.8, 5134, 375426.5, 5134, 213977.4, 5134, 304415.5, 5134, 251109.9, 5134, 399598.7, 5134, 213248.4, 5134, 125656.8, 5134, 322212.5, 5134, 234239.3
5136, 177236.0, 5136, 218004.9, 5136, 325713.9, 5136, -386819.1, 5136, 426616.9, 5136, 504926.7, 5136, 399017.0, 5136, 375437.6, 5136, 213991.2, 5136, 304459.8, 5136, 251111.2, 5136, 399590.7, 5136, 213274.2, 5136, 125665.8, 5136, 322214.2, 5136, 234238.5
5138, 177217.6, 5138, 217988.6, 5138, 325680.9, 5138, -386821.8, 5138, 426623.4, 5138, 504937.1, 5138, 399001.5, 5138, 375438.1, 5138, 213973.2, 5138, 304443.1, 5138, 251109.4, 5138, 399564.1, 5138, 213252.5, 5138, 125648.9, 5138, 322202.7, 5138, 234227.7
5140, 177243.3, 5140, 217998.9, 5140, 325706.7, 5140, -386827.1, 5140, 426632.0, 5140, 504939.8, 5140, 399001.7, 5140, 375437.9, 5140, 213969.6, 5140, 304470.7, 5140, 251130.9, 5140, 399582.5, 5140, 213255.2, 5140, 125646.8, 5140, 322222.7, 5140, 234212.5
5142, 177238.2, 5142, 217998.8, 5142, 325699.0, 5142, -386811.8, 5142, 426624.5, 5142, 504927.5, 5142, 399008.4, 5142, 375393.2, 5142, 213979.9, 5142, 304433.8, 5142, 251104.4, 5142, 399593.1, 5142, 213267.0, 5142, 125620.8, 5142, 322201.7, 5142, 234216.6
5144, 177210.0, 5144, 218038.3, 5144, 325706.9, 5144, -386839.2, 5144, 426581.1, 5144, 504884.5, 5144, 398992.7, 5144, 375435.1, 5144, 213983.6, 5144, 304409.1, 5144, 251098.9, 5144, 399585.4, 5144, 213242.4, 5144, 125648.3, 5144, 322195.1, 5144, 234259.9
5146, 177217.5, 5146, 218026.0, 5146, 325716.1, 5146, -386877.0, 5146, 426593.5, 5146, 504885.3, 5146, 398991.6, 5146, 375429.4, 5146, 213951.6, 5146, 304381.8, 5146, 251096.1, 5146, 399562.0, 5146, 213218.7, 5146, 125625.9, 5146, 322171.8, 5146, 234236.0
5148, 177194.4, 5148, 218013.2, 5148, 325708.2, 5148, -386873.4, 5148, 426622.0, 5148, 504910.3, 5148, 399002.7, 5148, 375438.2, 5148, 213956.0, 5148, 304390.6, 5148, 251099.6, 5148, 399578.7, 5148, 213250.5, 5148, 125606.5, 5148, 322186.5, 5148, 234200.4
5150, 177210.8, 5150, 217993.8, 5150, 325716.1, 5150, -386875.1, 5150, 426603.8, 5150, 504926.6, 5150, 398989.7, 5150, 375405.3, 5150, 213938.9, 5150, 304417.4, 5150, 251082.8, 5150, 399550.3, 5150, 213233.2, 5150, 125629.1, 5150, 322178.1, 5150, 234214.5
5152, 177206.4, 5152, 217994.7, 5152, 325698.6, 5152, -386833.5, 5152, 426614.6, 5152, 504912.2, 5152, 398981.2, 5152, 375433.2, 5152, 213961.0, 5152, 304432.0, 5152, 251102.5, 5152, 399546.7, 5152, 213239.3, 5152, 125620.4, 5152, 322177.4, 5152, 234203.5
5154, 177244.0, 5154, 217974.4, 5154, 325707.6, 5154, -386815.1, 5154, 426638.5, 5154, 504924.4, 5154, 398975.6, 5154, 375397.4, 5154, 213944.7, 5154, 304445.5, 5154, 251081.8, 5154, 399557.9, 5154, 213239.2, 5154, 125613.3, 5154, 322181.3, 5154, 234183.4
5156, 177263.1, 5156, 218007.7, 5156, 325707.0, 5156, -386811.0, 5156, 426596.7, 5156, 504903.8, 5156, 398999.2, 5156, 375404.3, 5156, 213945.5, 5156, 304403.1, 5156, 251084.6, 5156, 399533.8, 5156, 213252.2, 5156, 125615.4, 5156, 322178.9, 5156, 234189.1
5158, 177223.0, 5158, 218049.5, 5158, 325728.0, 5158, -386881.6, 5158, 426576.2, 5158, 504856.0, 5158, 398991.4, 5158, 375405.4, 5158, 213926.7, 5158, 304371.9, 5158, 251065.9, 5158, 399546.3, 5158, 213230.4, 5158, 125590.9, 5158, 322158.5, 5158, 234198.0
5160, 177215.3, 5160, 218043.8, 5160, 325744.9, 5160, -386904.5, 5160, 426559.9, 5160, 504879.5, 5160, 398982.3, 5160, 375396.2, 5160, 213902.9, 5160, 304342.9, 5160, 251069.5, 5160, 399572.9, 5160, 213225.0, 5160, 125585.5, 5160, 322157.1, 5160, 234204.9
5162, 177226.9, 5162, 218041.4, 5162, 325753.9, 5162, -386883.1, 5162, 426574.7, 5162, 504862.1, 5162, 398957.9, 5162, 375414.6, 5162, 213922.3, 5162, 304347.1, 5162, 251060.1, 5162, 399559.1, 5162, 213226.4, 5162, 125595.5, 5162, 322163.5, 5162, 234172.8
5164, 177235.0, 5164, 218007.9, 5164, 325718.6, 5164, -386855.4, 5164, 426576.0, 5164, 504877.3, 5164, 398964.1, 5164, 375416.5, 5164, 213890.8, 5164, 304375.2, 5164, 251051.7, 5164, 399541.9, 5164, 213224.7, 5164, 125575.1, 5164, 322154.5, 5164, 234167.2
5166, 177204.2, 5166, 217993.3, 5166, 325696.2, 5166, -386856.0, 5166, 426568.6, 5166, 504888.3, 5166, 398940.6, 5166, 375391.0, 5166, 213915.3, 5166, 304386.4, 5166, 251050.6, 5166, 399516.0, 5166, 213216.5, 5166, 125591.1, 5166, 322151.7, 5166, 234218.9
5168, 177216.9, 5168, 217994.3, 5168, 325710.0, 5168, -386818.4, 5168, 426583.6, 5168, 504885.3, 5168, 398954.9, 5168, 375396.7, 5168, 213921.3, 5168, 304405.1, 5168, 251044.2, 5168, 399506.7, 5168, 213186.9, 5168, 125595.2, 5168, 322154.1, 5168, 234164.4
5170, 177199.5, 5170, 217965.9, 5170, 325677.0, 5170, -386823.0, 5170, 426581.7, 5170, 504884.9, 5170, 398959.9, 5170, 375347.9, 5170, 213918.5, 5170, 304387.7, 5170, 251082.3, 5170, 399502.2, 5170, 213189.3, 5170, 125596.1, 5170, 322132.7, 5170, 234190.6
5172, 177229.1, 5172, 217968.2, 5172, 325681.5, 5172, -386802.1, 5172, 426568.7, 5172, 504878.5, 5172, 398955.8, 5172, 375365.7, 5172, 213922.3, 5172, 304417.6, 5172, 251048.6, 5172, 399508.8, 5172, 213193.8, 5172, 125611.6, 5172, 322147.4, 5172, 234147.4
5174, 177232.2, 5174, 217958.3, 5174, 325655.2, 5174, -386777.9, 5174, 426595.5, 5174, 504887.7, 5174, 398930.5, 5174, 375354.0, 5174, 213960.2, 5174, 304395.5, 5174, 251030.2, 5174, 399552.2, 5174, 213221.4, 5174, 125607.7, 5174, 322168.5, 5174, 234150.4
5176, 177268.3, 5176, 218006.8, 5176, 325701.9, 5176, -386825.0, 5176, 426580.2, 5176, 504867.1, 5176, 398957.5, 5176, 375373.6, 5176, 213939.0, 5176, 304365.4, 5176, 251072.4, 5176, 399529.7, 5176, 213235.5, 5176, 125583.3, 5176, 322190.9, 5176, 234141.6
5178, 177231.7, 5178, 218092.1, 5178, 325742.3, 5178, -386875.6, 5178, 426532.9, 5178, 504794.9, 5178, 398936.8, 5178, 375384.9, 5178, 213909.1, 5178, 304304.9, 5178, 251071.0, 5178, 399565.0, 5178, 213213.4, 5178, 125589.6, 5178, 322172.4, 5178, 234166.1
5180, 177222.3, 5180, 218186.5, 5180, 325830.6, 5180, -386978.0, 5180, 426469.7, 5180, 504735.3, 5180, 398975.0, 5180, 375408.3, 5180, 213859.7, 5180, 304216.2, 5180, 251046.4, 5180, 399598.8, 5180, 213229.2, 5180, 125563.5, 5180, 322156.9, 5180, 234144.7
5182, 177169.6, 5182, 218209.6, 5182, 325891.4, 5182, -387101.0, 5182, 426451.1, 5182, 504690.3, 5182, 398980.7, 5182, 375429.0, 5182, 213786.2, 5182, 304171.1, 5182, 251031.6, 5182, 399584.7, 5182, 213231.8, 5182, 125521.8, 5182, 322135.9, 5182, 234149.1
5184, 177164.0, 5184, 218199.2, 5184, 325902.4, 5184, -387135.4, 5184, 426449.1, 5184, 504712.9, 5184, 398978.6, 5184, 375446.0, 5184, 213748.7, 5184, 304152.7, 5184, 250986.3, 5184, 399562.3, 5184, 213228.7, 5184, 125508.9, 5184, 322128.9, 5184, 234143.7
5186, 177153.4, 5186, 218187.1, 5186, 325889.9, 5186, -387098.7, 5186, 426456.1, 5186, 504747.6, 5186, 398943.0, 5186, 375445.7, 5186, 213693.1, 5186, 304181.1, 5186, 250987.7, 5186, 399532.5, 5186, 213221.0, 5186, 125508.2, 5186, 322123.3, 5186, 234132.0
5188, 177163.7, 5188, 218108.6, 5188, 325857.3, 5188, -387026.0, 5188, 426494.8, 5188, 504787.4, 5188, 398941.7, 5188, 375420.1, 5188, 213713.7, 5188, 304214.2, 5188, 250983.0, 5188, 399520.7, 5188, 213250.5, 5188, 125512.8, 5188, 322124.9, 5188, 234137.8
5190, 177173.0, 5190, 218046.5, 5190, 325798.6, 5190, -386977.7, 5190, 426515.7, 5190, 504827.9, 5190, 398947.3, 5190, 375392.8, 5190, 213731.6, 5190, 304266.9, 5190, 251001.4, 5190, 399495.3, 5190, 213221.0, 5190, 125518.3, 5190, 322113.3, 5190, 234146.6
5192, 177171.3, 5192, 218029.9, 5192, 325783.8, 5192, -386929.0, 5192, 426496.6, 5192, 504848.1, 5192, 398921.0, 5192, 375390.7, 5192, 213772.3, 5192, 304284.7, 5192, 251003.0, 5192, 399527.8, 5192, 213238.7, 5192, 125506.2, 5192, 322110.9, 5192, 234118.7
5194, 177183.1, 5194, 217986.5, 5194, 325746.1, 5194, -386896.8, 5194, 426526.6, 5194, 504854.4, 5194, 398922.8, 5194, 375378.2, 5194, 213779.0, 5194, 304301.7, 5194, 250988.5, 5194, 399504.2, 5194, 213216.7, 5194, 125514.4, 5194, 322098.6, 5194, 234103.9
