time 1,PET_0.03mm_1, time 2,PUL-1,time 3,PUL-2, time 4,PUL-3,time 5 ,Marino-wool_1, time 6,Marino-wool_2,time 7,Marino-wool_3, time 8,Nylon_1,time 9 ,Nylon_2, time 10,Nylon_3,time 11,Polyester_1, time 12,Polyester_2,time 13 ,Polyester_3, time 14,Silk_1,time 15,Silk_2, time 16,Silk_3
14818, 177040.7, 14818, 216669.4, 14818, 324612.1, 14818, -385756.1, 14818, 424560.2, 14818, 501970.1, 14818, 396468.4, 14818, 372988.9, 14818, 211093.4, 14818, 302095.5, 14818, 248013.9, 14818, 396352.1, 14818, 209357.8, 14818, 123412.2, 14818, 319882.4, 14818, 232226.4
14820, 177035.8, 14820, 216663.9, 14820, 324608.4, 14820, -385739.9, 14820, 424588.5, 14820, 501968.9, 14820, 396490.9, 14820, 372984.6, 14820, 211101.3, 14820, 302118.4, 14820, 248021.9, 14820, 396369.0, 14820, 209379.6, 14820, 123415.1, 14820, 319910.6, 14820, 232195.9
14822, 177038.0, 14822, 216643.2, 14822, 324600.1, 14822, -385754.3, 14822, 424570.2, 14822, 501938.2, 14822, 396462.0, 14822, 372991.7, 14822, 211099.7, 14822, 302113.5, 14822, 248009.9, 14822, 396346.4, 14822, 209339.5, 14822, 123390.5, 14822, 319864.9, 14822, 232223.2
14824, 177026.0, 14824, 216642.0, 14824, 324619.8, 14824, -385748.0, 14824, 424559.2, 14824, 501955.8, 14824, 396464.8, 14824, 373011.5, 14824, 211092.1, 14824, 302101.1, 14824, 248016.5, 14824, 396344.1, 14824, 209367.1, 14824, 123401.2, 14824, 319889.4, 14824, 232211.8
14826, 177023.7, 14826, 216682.3, 14826, 324615.3, 14826, -385764.5, 14826, 424557.0, 14826, 501957.0, 14826, 396464.2, 14826, 373002.0, 14826, 211091.3, 14826, 302118.3, 14826, 248014.8, 14826, 396362.8, 14826, 209360.0, 14826, 123402.5, 14826, 319874.3, 14826, 232216.1
14828, 177026.3, 14828, 216659.0, 14828, 324610.6, 14828, -385720.9, 14828, 424563.7, 14828, 501958.2, 14828, 396459.4, 14828, 372984.7, 14828, 211085.1, 14828, 302105.0, 14828, 248010.7, 14828, 396353.4, 14828, 209348.5, 14828, 123409.1, 14828, 319875.7, 14828, 232204.8
14830, 177028.6, 14830, 216648.7, 14830, 324602.7, 14830, -385751.6, 14830, 424556.0, 14830, 501957.8, 14830, 396456.5, 14830, 372984.6, 14830, 211088.5, 14830, 302122.6, 14830, 248001.4, 14830, 396369.6, 14830, 209346.8, 14830, 123416.6, 14830, 319875.4, 14830, 232217.2
14832, 177051.5, 14832, 216666.6, 14832, 324615.4, 14832, -385729.9, 14832, 424588.5, 14832, 501965.4, 14832, 396450.5, 14832, 372994.3, 14832, 211104.7, 14832, 302134.4, 14832, 248036.0, 14832, 396363.0, 14832, 209383.6, 14832, 123398.7, 14832, 319921.6, 14832, 232231.5
14834, 177047.1, 14834, 216672.2, 14834, 324596.9, 14834, -385733.1, 14834, 424569.2, 14834, 501954.8, 14834, 396446.4, 14834, 372987.2, 14834, 211104.9, 14834, 302112.8, 14834, 247997.7, 14834, 396366.8, 14834, 209366.2, 14834, 123383.0, 14834, 319899.5, 14834, 232206.8
14836, 177041.6, 14836, 216692.1, 14836, 324615.5, 14836, -385770.3, 14836, 424548.9, 14836, 501954.6, 14836, 396468.6, 14836, 372983.0, 14836, 211101.1, 14836, 302090.3, 14836, 248001.1, 14836, 396363.5, 14836, 209352.5, 14836, 123396.9, 14836, 319868.1, 14836, 232210.4
14838, 177024.8, 14838, 216678.2, 14838, 324616.4, 14838, -385782.2, 14838, 424554.4, 14838, 501925.3, 14838, 396469.0, 14838, 372998.1, 14838, 211090.8, 14838, 302108.9, 14838, 248012.4, 14838, 396364.1, 14838, 209353.4, 14838, 123399.0, 14838, 319897.6, 14838, 232213.3
14840, 177049.5, 14840, 216668.0, 14840, 324615.6, 14840, -385764.2, 14840, 424564.6, 14840, 501948.8, 14840, 396463.3, 14840, 372992.0, 14840, 211093.2, 14840, 302098.8, 14840, 247994.7, 14840, 396380.0, 14840, 209352.7, 14840, 123408.7, 14840, 319883.1, 14840, 232213.8
14842, 177023.7, 14842, 216664.2, 14842, 324599.2, 14842, -385744.0, 14842, 424555.2, 14842, 501955.0, 14842, 396464.9, 14842, 372989.6, 14842, 211111.2, 14842, 302105.5, 14842, 247990.3, 14842, 396352.4, 14842, 209348.9, 14842, 123397.7, 14842, 319878.7, 14842, 232211.8
14844, 177039.4, 14844, 216650.2, 14844, 324587.6, 14844, -385740.5, 14844, 424580.6, 14844, 501961.5, 14844, 396447.8, 14844, 372988.7, 14844, 211116.3, 14844, 302137.6, 14844, 248003.5, 14844, 396366.3, 14844, 209366.4, 14844, 123396.0, 14844, 319882.9, 14844, 232195.7
14846, 177020.4, 14846, 216628.2, 14846, 324579.7, 14846, -385714.5, 14846, 424568.6, 14846, 501971.3, 14846, 396458.0, 14846, 372986.5, 14846, 211120.2, 14846, 302121.2, 14846, 248001.6, 14846, 396340.9, 14846, 209350.3, 14846, 123397.2, 14846, 319880.4, 14846, 232214.6
14848, 177042.0, 14848, 216634.0, 14848, 324591.6, 14848, -385726.0, 14848, 424556.9, 14848, 501969.6, 14848, 396461.8, 14848, 372971.8, 14848, 211109.4, 14848, 302130.0, 14848, 248013.1, 14848, 396366.7, 14848, 209351.2, 14848, 123398.7, 14848, 319883.0, 14848, 232208.7
14850, 177041.9, 14850, 216631.4, 14850, 324579.1, 14850, -385702.0, 14850, 424576.6, 14850, 501982.0, 14850, 396451.5, 14850, 372976.8, 14850, 211110.8, 14850, 302132.9, 14850, 248005.4, 14850, 396364.2, 14850, 209339.0, 14850, 123414.7, 14850, 319895.2, 14850, 232224.0
14852, 177045.1, 14852, 216635.7, 14852, 324578.6, 14852, -385712.0, 14852, 424575.4, 14852, 501972.2, 14852, 396465.9, 14852, 372973.3, 14852, 211118.6, 14852, 302143.0, 14852, 248006.1, 14852, 396354.1, 14852, 209349.6, 14852, 123415.5, 14852, 319868.2, 14852, 232234.1
14854, 177065.5, 14854, 216616.3, 14854, 324574.1, 14854, -385695.3, 14854, 424561.9, 14854, 501966.2, 14854, 396452.6, 14854, 373016.2, 14854, 211150.1, 14854, 302140.8, 14854, 248012.4, 14854, 396373.9, 14854, 209355.8, 14854, 123428.2, 14854, 319909.8, 14854, 232227.7
14856, 177054.9, 14856, 216656.4, 14856, 324578.8, 14856, -385680.2, 14856, 424579.9, 14856, 501975.0, 14856, 396465.4, 14856, 372967.7, 14856, 211153.8, 14856, 302132.3, 14856, 248031.8, 14856, 396368.1, 14856, 209363.1, 14856, 123416.7, 14856, 319872.4, 14856, 232208.3
14858, 177026.0, 14858, 216637.5, 14858, 324586.5, 14858, -385736.3, 14858, 424537.5, 14858, 501939.7, 14858, 396449.7, 14858, 373001.5, 14858, 211118.7, 14858, 302104.1, 14858, 247999.1, 14858, 396344.4, 14858, 209328.2, 14858, 123374.2, 14858, 319884.0, 14858, 232219.5
14860, 177030.8, 14860, 216674.4, 14860, 324608.7, 14860, -385739.0, 14860, 424545.4, 14860, 501951.5, 14860, 396451.8, 14860, 372984.2, 14860, 211130.7, 14860, 302092.7, 14860, 248006.3, 14860, 396384.3, 14860, 209354.6, 14860, 123422.5, 14860, 319914.8, 14860, 232200.7
14862, 177067.1, 14862, 216680.6, 14862, 324621.0, 14862, -385728.6, 14862, 424566.1, 14862, 501950.8, 14862, 396457.0, 14862, 372995.6, 14862, 211127.1, 14862, 302099.5, 14862, 248016.1, 14862, 396357.3, 14862, 209356.5, 14862, 123430.5, 14862, 319904.4, 14862, 232221.6
14864, 177020.7, 14864, 216681.7, 14864, 324615.6, 14864, -385757.9, 14864, 424547.0, 14864, 501908.0, 14864, 396486.0, 14864, 372992.8, 14864, 211103.9, 14864, 302093.3, 14864, 247992.6, 14864, 396397.8, 14864, 209360.2, 14864, 123400.0, 14864, 319861.7, 14864, 232212.1
14866, 177028.4, 14866, 216714.3, 14866, 324636.9, 14866, -385777.8, 14866, 424523.5, 14866, 501916.0, 14866, 396469.8, 14866, 372988.0, 14866, 211093.0, 14866, 302058.3, 14866, 247989.7, 14866, 396375.3, 14866, 209352.7, 14866, 123385.2, 14866, 319877.4, 14866, 232224.4
14868, 177024.8, 14868, 216704.9, 14868, 324620.6, 14868, -385800.7, 14868, 424528.0, 14868, 501920.5, 14868, 396478.3, 14868, 372995.3, 14868, 211071.3, 14868, 302075.0, 14868, 248006.3, 14868, 396367.1, 14868, 209358.2, 14868, 123397.6, 14868, 319894.9, 14868, 232216.0
14870, 177026.0, 14870, 216679.3, 14870, 324629.6, 14870, -385768.3, 14870, 424575.7, 14870, 501958.6, 14870, 396466.8, 14870, 372992.2, 14870, 211059.6, 14870, 302094.0, 14870, 248012.3, 14870, 396362.5, 14870, 209354.9, 14870, 123405.7, 14870, 319900.3, 14870, 232217.9
14872, 177023.4, 14872, 216669.8, 14872, 324617.0, 14872, -385756.2, 14872, 424534.6, 14872, 501965.3, 14872, 396442.7, 14872, 372986.6, 14872, 211095.6, 14872, 302111.6, 14872, 248006.0, 14872, 396369.6, 14872, 209363.8, 14872, 123392.8, 14872, 319906.7, 14872, 232212.7
14874, 177056.5, 14874, 216671.1, 14874, 324616.3, 14874, -385727.1, 14874, 424570.9, 14874, 501953.2, 14874, 396450.5, 14874, 372989.5, 14874, 211124.4, 14874, 302104.3, 14874, 248017.1, 14874, 396373.4, 14874, 209409.2, 14874, 123389.8, 14874, 319893.3, 14874, 232208.4
14876, 177050.1, 14876, 216675.6, 14876, 324618.2, 14876, -385744.9, 14876, 424545.2, 14876, 501916.6, 14876, 396435.5, 14876, 372994.9, 14876, 211101.3, 14876, 302085.9, 14876, 248033.4, 14876, 396383.6, 14876, 209357.6, 14876, 123407.9, 14876, 319909.4, 14876, 232211.7
14878, 177018.2, 14878, 216699.3, 14878, 324619.3, 14878, -385797.6, 14878, 424525.0, 14878, 501906.1, 14878, 396455.7, 14878, 373001.4, 14878, 211085.4, 14878, 302034.5, 14878, 248013.4, 14878, 396370.1, 14878, 209371.6, 14878, 123369.4, 14878, 319880.4, 14878, 232230.5
14880, 177009.5, 14880, 216689.9, 14880, 324639.9, 14880, -385779.0, 14880, 424520.3, 14880, 501915.3, 14880, 396479.7, 14880, 373008.5, 14880, 211068.6, 14880, 302055.1, 14880, 247990.5, 14880, 396362.2, 14880, 209344.1, 14880, 123373.4, 14880, 319889.8, 14880, 232198.2
14882, 177039.7, 14882, 216695.3, 14882, 324637.7, 14882, -385787.6, 14882, 424545.0, 14882, 501941.7, 14882, 396485.3, 14882, 373018.4, 14882, 211071.7, 14882, 302066.0, 14882, 248011.0, 14882, 396398.4, 14882, 209377.6, 14882, 123404.2, 14882, 319919.1, 14882, 232206.1
14884, 177022.2, 14884, 216672.2, 14884, 324620.1, 14884, -385777.4, 14884, 424532.3, 14884, 501958.0, 14884, 396464.2, 14884, 372992.7, 14884, 211087.0, 14884, 302103.9, 14884, 248002.8, 14884, 396357.4, 14884, 209363.7, 14884, 123389.6, 14884, 319892.1, 14884, 232216.3
14886, 177046.9, 14886, 216653.5, 14886, 324610.4, 14886, -385748.3, 14886, 424566.0, 14886, 501951.9, 14886, 396471.0, 14886, 372988.1, 14886, 211087.4, 14886, 302103.4, 14886, 247990.6, 14886, 396387.5, 14886, 209383.0, 14886, 123402.9, 14886, 319893.7, 14886, 232204.2
14888, 177030.6, 14888, 216690.0, 14888, 324598.7, 14888, -385734.6, 14888, 424556.1, 14888, 501961.6, 14888, 396463.9, 14888, 373003.7, 14888, 211101.6, 14888, 302103.3, 14888, 248006.3, 14888, 396371.7, 14888, 209378.3, 14888, 123408.3, 14888, 319923.3, 14888, 232215.8
14890, 177057.7, 14890, 216716.3, 14890, 324634.1, 14890, -385762.2, 14890, 424557.7, 14890, 501938.2, 14890, 396448.4, 14890, 372996.4, 14890, 211090.7, 14890, 302092.3, 14890, 248009.8, 14890, 396390.3, 14890, 209388.5, 14890, 123393.1, 14890, 319918.1, 14890, 232205.2
14892, 177032.0, 14892, 216719.7, 14892, 324627.8, 14892, -385783.3, 14892, 424533.7, 14892, 501911.3, 14892, 396449.6, 14892, 373011.0, 14892, 211068.3, 14892, 302066.5, 14892, 248015.8, 14892, 396381.1, 14892, 209376.7, 14892, 123394.5, 14892, 319889.7, 14892, 232209.9
14894, 177002.0, 14894, 216736.3, 14894, 324654.5, 14894, -385825.0, 14894, 424503.0, 14894, 501894.1, 14894, 396472.9, 14894, 372997.7, 14894, 211045.9, 14894, 302042.7, 14894, 247998.0, 14894, 396358.4, 14894, 209357.5, 14894, 123394.0, 14894, 319885.6, 14894, 232189.6
14896, 176998.4, 14896, 216726.6, 14896, 324664.7, 14896, -385829.8, 14896, 424501.9, 14896, 501905.0, 14896, 396466.8, 14896, 373028.9, 14896, 211039.1, 14896, 302041.2, 14896, 247987.8, 14896, 396387.8, 14896, 209352.6, 14896, 123375.9, 14896, 319912.8, 14896, 232226.3
14898, 177023.9, 14898, 216694.2, 14898, 324640.6, 14898, -385802.0, 14898, 424536.2, 14898, 501928.1, 14898, 396453.1, 14898, 373010.3, 14898, 211053.5, 14898, 302057.7, 14898, 248005.0, 14898, 396373.8, 14898, 209367.9, 14898, 123389.7, 14898, 319876.7, 14898, 232194.6
14900, 177009.0, 14900, 216682.5, 14900, 324603.0, 14900, -385755.1, 14900, 424530.3, 14900, 501948.3, 14900, 396456.6, 14900, 373007.7, 14900, 211075.1, 14900, 302081.8, 14900, 248002.9, 14900, 396363.4, 14900, 209360.0, 14900, 123367.0, 14900, 319886.1, 14900, 232221.9
14902, 177040.1, 14902, 216661.1, 14902, 324639.0, 14902, -385765.3, 14902, 424568.7, 14902, 501954.6, 14902, 396460.2, 14902, 373013.2, 14902, 211076.5, 14902, 302118.3, 14902, 248012.0, 14902, 396384.8, 14902, 209396.3, 14902, 123429.5, 14902, 319909.9, 14902, 232211.3
14904, 177044.3, 14904, 216658.9, 14904, 324611.3, 14904, -385753.1, 14904, 424561.6, 14904, 501959.7, 14904, 396462.6, 14904, 373009.7, 14904, 211099.7, 14904, 302106.1, 14904, 248016.8, 14904, 396395.1, 14904, 209395.5, 14904, 123407.3, 14904, 319903.9, 14904, 232214.3
14906, 177040.8, 14906, 216685.3, 14906, 324627.9, 14906, -385782.2, 14906, 424556.2, 14906, 501933.1, 14906, 396468.3, 14906, 372998.4, 14906, 211092.2, 14906, 302057.7, 14906, 248012.1, 14906, 396382.6, 14906, 209372.6, 14906, 123413.5, 14906, 319886.9, 14906, 232214.0
14908, 177014.2, 14908, 216724.8, 14908, 324664.7, 14908, -385807.1, 14908, 424520.5, 14908, 501891.5, 14908, 396460.2, 14908, 373010.3, 14908, 211057.4, 14908, 302034.1, 14908, 247999.0, 14908, 396380.1, 14908, 209375.0, 14908, 123379.5, 14908, 319880.0, 14908, 232209.0
14910, 176998.5, 14910, 216736.1, 14910, 324678.8, 14910, -385840.4, 14910, 424515.4, 14910, 501908.4, 14910, 396484.0, 14910, 373016.3, 14910, 211028.3, 14910, 302023.5, 14910, 248007.4, 14910, 396354.2, 14910, 209348.5, 14910, 123359.6, 14910, 319886.3, 14910, 232213.0
14912, 177006.2, 14912, 216693.2, 14912, 324663.9, 14912, -385833.5, 14912, 424542.7, 14912, 501924.6, 14912, 396494.2, 14912, 372994.8, 14912, 211036.4, 14912, 302055.9, 14912, 248001.8, 14912, 396397.2, 14912, 209391.6, 14912, 123386.2, 14912, 319897.7, 14912, 232207.1
14914, 177017.4, 14914, 216689.5, 14914, 324649.0, 14914, -385789.2, 14914, 424548.6, 14914, 501934.3, 14914, 396472.2, 14914, 373010.8, 14914, 211049.7, 14914, 302076.9, 14914, 247982.4, 14914, 396354.9, 14914, 209355.9, 14914, 123377.5, 14914, 319867.0, 14914, 232212.5
14916, 177017.6, 14916, 216664.7, 14916, 324618.8, 14916, -385765.2, 14916, 424560.3, 14916, 501955.4, 14916, 396494.0, 14916, 372999.1, 14916, 211064.7, 14916, 302089.5, 14916, 248015.7, 14916, 396382.1, 14916, 209392.6, 14916, 123402.6, 14916, 319910.2, 14916, 232202.8
14918, 177025.1, 14918, 216651.0, 14918, 324623.2, 14918, -385769.2, 14918, 424558.4, 14918, 501970.1, 14918, 396450.9, 14918, 372997.5, 14918, 211071.8, 14918, 302086.7, 14918, 248000.3, 14918, 396358.8, 14918, 209382.4, 14918, 123365.5, 14918, 319908.3, 14918, 232223.4
14920, 177002.1, 14920, 216627.4, 14920, 324598.9, 14920, -385741.8, 14920, 424547.0, 14920, 501960.0, 14920, 396445.6, 14920, 372985.4, 14920, 211076.5, 14920, 302102.9, 14920, 248014.3, 14920, 396353.6, 14920, 209367.8, 14920, 123391.5, 14920, 319900.5, 14920, 232216.1
14922, 177042.5, 14922, 216614.1, 14922, 324591.2, 14922, -385705.6, 14922, 424572.3, 14922, 501960.2, 14922, 396463.9, 14922, 372996.9, 14922, 211099.7, 14922, 302129.8, 14922, 248002.6, 14922, 396359.1, 14922, 209392.9, 14922, 123400.5, 14922, 319917.6, 14922, 232195.4
14924, 177048.9, 14924, 216629.6, 14924, 324600.4, 14924, -385726.3, 14924, 424575.2, 14924, 501975.8, 14924, 396442.5, 14924, 373000.1, 14924, 211117.0, 14924, 302139.2, 14924, 248021.0, 14924, 396375.9, 14924, 209386.0, 14924, 123415.5, 14924, 319951.8, 14924, 232210.1
14926, 177062.1, 14926, 216686.8, 14926, 324616.4, 14926, -385751.1, 14926, 424557.0, 14926, 501937.7, 14926, 396472.2, 14926, 372989.5, 14926, 211123.6, 14926, 302079.0, 14926, 248020.5, 14926, 396386.2, 14926, 209377.0, 14926, 123395.0, 14926, 319896.4, 14926, 232208.1
14928, 177022.7, 14928, 216724.9, 14928, 324630.8, 14928, -385777.9, 14928, 424530.5, 14928, 501900.2, 14928, 396473.4, 14928, 373035.6, 14928, 211083.6, 14928, 302059.2, 14928, 248004.4, 14928, 396387.7, 14928, 209371.2, 14928, 123394.7, 14928, 319905.8, 14928, 232229.4
14930, 176994.7, 14930, 216725.1, 14930, 324659.1, 14930, -385822.7, 14930, 424500.1, 14930, 501876.4, 14930, 396451.5, 14930, 373037.2, 14930, 211044.6, 14930, 302025.9, 14930, 247992.6, 14930, 396366.3, 14930, 209352.7, 14930, 123370.6, 14930, 319884.4, 14930, 232216.6
14932, 177034.2, 14932, 216710.3, 14932, 324656.2, 14932, -385815.5, 14932, 424550.3, 14932, 501916.9, 14932, 396473.7, 14932, 373027.2, 14932, 211047.6, 14932, 302069.2, 14932, 248001.8, 14932, 396408.2, 14932, 209400.8, 14932, 123394.1, 14932, 319919.6, 14932, 232174.5
14934, 177034.1, 14934, 216730.1, 14934, 324642.1, 14934, -385787.6, 14934, 424557.4, 14934, 501918.3, 14934, 396444.5, 14934, 373026.1, 14934, 211043.0, 14934, 302062.9, 14934, 248021.1, 14934, 396393.2, 14934, 209408.8, 14934, 123394.7, 14934, 319910.3, 14934, 232222.6
14936, 177008.0, 14936, 216731.0, 14936, 324667.9, 14936, -385812.2, 14936, 424524.6, 14936, 501905.8, 14936, 396455.5, 14936, 373022.6, 14936, 211028.3, 14936, 302038.5, 14936, 247995.5, 14936, 396400.0, 14936, 209391.9, 14936, 123380.6, 14936, 319874.7, 14936, 232208.3
14938, 176991.6, 14938, 216737.4, 14938, 324662.0, 14938, -385857.0, 14938, 424508.1, 14938, 501878.3, 14938, 396477.3, 14938, 373026.4, 14938, 211021.0, 14938, 302008.7, 14938, 248008.3, 14938, 396387.4, 14938, 209381.7, 14938, 123356.0, 14938, 319884.0, 14938, 232201.6
14940, 177007.1, 14940, 216732.0, 14940, 324684.7, 14940, -385855.2, 14940, 424506.3, 14940, 501902.2, 14940, 396475.7, 14940, 373024.4, 14940, 210989.5, 14940, 302029.7, 14940, 248003.2, 14940, 396389.9, 14940, 209385.7, 14940, 123381.6, 14940, 319888.2, 14940, 232202.4
14942, 177010.3, 14942, 216702.1, 14942, 324669.3, 14942, -385825.3, 14942, 424527.8, 14942, 501918.7, 14942, 396475.1, 14942, 373013.7, 14942, 211040.3, 14942, 302036.5, 14942, 248013.7, 14942, 396380.7, 14942, 209406.1, 14942, 123379.3, 14942, 319928.0, 14942, 232216.9
14944, 177002.5, 14944, 216664.4, 14944, 324633.9, 14944, -385792.8, 14944, 424549.7, 14944, 501937.4, 14944, 396459.7, 14944, 373014.1, 14944, 211024.7, 14944, 302064.4, 14944, 248008.2, 14944, 396375.7, 14944, 209372.7, 14944, 123371.7, 14944, 319894.8, 14944, 232230.2
14946, 177024.0, 14946, 216662.5, 14946, 324636.0, 14946, -385770.5, 14946, 424548.3, 14946, 501957.3, 14946, 396442.6, 14946, 373000.4, 14946, 211054.8, 14946, 302087.1, 14946, 248001.7, 14946, 396385.2, 14946, 209378.5, 14946, 123386.1, 14946, 319882.9, 14946, 232200.3
14948, 177018.6, 14948, 216620.2, 14948, 324585.5, 14948, -385718.6, 14948, 424560.5, 14948, 501992.5, 14948, 396455.0, 14948, 372986.6, 14948, 211045.0, 14948, 302125.4, 14948, 248011.4, 14948, 396368.7, 14948, 209373.1, 14948, 123387.8, 14948, 319884.0, 14948, 232212.7
14950, 177039.3, 14950, 216650.1, 14950, 324593.5, 14950, -385738.7, 14950, 424545.2, 14950, 501964.3, 14950, 396471.9, 14950, 373030.3, 14950, 211085.6, 14950, 302119.2, 14950, 248017.5, 14950, 396363.6, 14950, 209381.1, 14950, 123399.0, 14950, 319890.5, 14950, 232230.9
14952, 177021.1, 14952, 216626.6, 14952, 324575.6, 14952, -385702.8, 14952, 424555.0, 14952, 501967.2, 14952, 396432.2, 14952, 372989.0, 14952, 211071.3, 14952, 302120.0, 14952, 248004.9, 14952, 396357.4, 14952, 209382.9, 14952, 123406.4, 14952, 319893.6, 14952, 232207.0
14954, 177020.9, 14954, 216623.3, 14954, 324593.1, 14954, -385705.1, 14954, 424568.6, 14954, 501988.8, 14954, 396447.1, 14954, 372980.9, 14954, 211105.0, 14954, 302129.0, 14954, 248013.3, 14954, 396348.4, 14954, 209346.0, 14954, 123394.1, 14954, 319907.9, 14954, 232202.2
14956, 177047.2, 14956, 216654.6, 14956, 324599.8, 14956, -385689.8, 14956, 424582.0, 14956, 501972.7, 14956, 396437.2, 14956, 372996.8, 14956, 211101.2, 14956, 302139.5, 14956, 248027.6, 14956, 396367.2, 14956, 209396.6, 14956, 123413.1, 14956, 319925.9, 14956, 232226.0
14958, 177049.5, 14958, 216686.0, 14958, 324613.8, 14958, -385735.4, 14958, 424563.4, 14958, 501950.4, 14958, 396468.8, 14958, 372990.4, 14958, 211121.8, 14958, 302096.5, 14958, 248023.2, 14958, 396389.6, 14958, 209386.7, 14958, 123393.9, 14958, 319936.2, 14958, 232207.4
14960, 177040.3, 14960, 216748.4, 14960, 324650.2, 14960, -385791.6, 14960, 424545.3, 14960, 501894.5, 14960, 396472.1, 14960, 373036.6, 14960, 211096.2, 14960, 302056.3, 14960, 248037.6, 14960, 396421.0, 14960, 209425.2, 14960, 123394.2, 14960, 319938.2, 14960, 232195.3
14962, 177026.2, 14962, 216814.9, 14962, 324719.3, 14962, -385873.8, 14962, 424494.0, 14962, 501863.8, 14962, 396483.3, 14962, 373029.1, 14962, 211036.7, 14962, 301983.4, 14962, 248022.3, 14962, 396425.4, 14962, 209423.6, 14962, 123376.0, 14962, 319920.7, 14962, 232208.3
14964, 176990.8, 14964, 216852.4, 14964, 324764.3, 14964, -385941.7, 14964, 424482.7, 14964, 501813.5, 14964, 396493.2, 14964, 373053.2, 14964, 210979.4, 14964, 301921.7, 14964, 247997.2, 14964, 396431.3, 14964, 209421.9, 14964, 123349.2, 14964, 319895.1, 14964, 232204.7
14966, 176963.9, 14966, 216852.6, 14966, 324776.8, 14966, -386002.7, 14966, 424431.6, 14966, 501812.3, 14966, 396492.7, 14966, 373079.7, 14966, 210920.5, 14966, 301913.2, 14966, 247970.8, 14966, 396407.1, 14966, 209400.4, 14966, 123333.3, 14966, 319884.1, 14966, 232194.8
14968, 176963.9, 14968, 216804.0, 14968, 324762.5, 14968, -386001.5, 14968, 424448.5, 14968, 501866.7, 14968, 396514.0, 14968, 373061.0, 14968, 210911.4, 14968, 301931.8, 14968, 247990.9, 14968, 396411.0, 14968, 209429.2, 14968, 123326.7, 14968, 319896.3, 14968, 232207.7
14970, 176983.2, 14970, 216781.0, 14970, 324750.4, 14970, -385918.8, 14970, 424497.1, 14970, 501894.1, 14970, 396488.5, 14970, 373055.0, 14970, 210954.3, 14970, 301992.3, 14970, 247992.0, 14970, 396391.1, 14970, 209414.0, 14970, 123352.9, 14970, 319899.2, 14970, 232199.0
14972, 176964.9, 14972, 216698.1, 14972, 324690.1, 14972, -385856.3, 14972, 424522.6, 14972, 501946.5, 14972, 396476.0, 14972, 373022.3, 14972, 210939.4, 14972, 302020.4, 14972, 247989.8, 14972, 396379.1, 14972, 209424.7, 14972, 123345.9, 14972, 319877.1, 14972, 232198.8
14974, 177006.8, 14974, 216697.9, 14974, 324669.9, 14974, -385823.8, 14974, 424536.4, 14974, 501966.3, 14974, 396478.0, 14974, 373034.3, 14974, 211005.5, 14974, 302085.8, 14974, 247993.8, 14974, 396378.3, 14974, 209425.4, 14974, 123366.0, 14974, 319897.7, 14974, 232196.3
14976, 176992.7, 14976, 216675.7, 14976, 324644.6, 14976, -385780.7, 14976, 424537.6, 14976, 501974.9, 14976, 396446.5, 14976, 373019.3, 14976, 211008.4, 14976, 302073.0, 14976, 248011.6, 14976, 396346.8, 14976, 209406.3, 14976, 123378.2, 14976, 319889.8, 14976, 232207.9
14978, 176985.5, 14978, 216657.4, 14978, 324624.1, 14978, -385754.8, 14978, 424527.9, 14978, 501978.2, 14978, 396465.8, 14978, 373019.8, 14978, 211018.3, 14978, 302085.0, 14978, 247990.0, 14978, 396346.2, 14978, 209375.1, 14978, 123378.4, 14978, 319887.1, 14978, 232197.9
14980, 177034.4, 14980, 216658.5, 14980, 324622.2, 14980, -385772.5, 14980, 424562.6, 14980, 501974.1, 14980, 396447.2, 14980, 373029.7, 14980, 211043.1, 14980, 302100.3, 14980, 248028.3, 14980, 396381.6, 14980, 209414.8, 14980, 123385.4, 14980, 319914.9, 14980, 232206.0
14982, 177037.1, 14982, 216680.9, 14982, 324624.6, 14982, -385749.3, 14982, 424538.8, 14982, 501963.1, 14982, 396461.2, 14982, 373000.2, 14982, 211044.4, 14982, 302071.5, 14982, 248004.7, 14982, 396376.1, 14982, 209393.5, 14982, 123366.9, 14982, 319854.9, 14982, 232218.9
14984, 177016.6, 14984, 216687.0, 14984, 324646.4, 14984, -385806.2, 14984, 424517.6, 14984, 501918.0, 14984, 396472.5, 14984, 373016.3, 14984, 211025.3, 14984, 302067.0, 14984, 247994.2, 14984, 396353.0, 14984, 209396.9, 14984, 123365.4, 14984, 319881.6, 14984, 232217.1
14986, 177002.6, 14986, 216692.3, 14986, 324655.1, 14986, -385809.8, 14986, 424527.4, 14986, 501924.3, 14986, 396498.3, 14986, 373012.2, 14986, 211023.0, 14986, 302051.8, 14986, 248004.3, 14986, 396371.9, 14986, 209379.9, 14986, 123368.3, 14986, 319885.1, 14986, 232202.1
14988, 177004.3, 14988, 216681.0, 14988, 324635.7, 14988, -385781.1, 14988, 424559.2, 14988, 501943.9, 14988, 396465.6, 14988, 373009.9, 14988, 211027.1, 14988, 302051.3, 14988, 248016.6, 14988, 396356.2, 14988, 209403.1, 14988, 123365.3, 14988, 319868.9, 14988, 232210.7
